userName,score,content,at
Stevintamvan 01,5,"Aku pakai Adakami waktu butuh bayar uang semester kakak yang kuliah di luar kota. Gak sempet mikir panjang karena prosesnya cepat, dan dananya cair dalam sehari. Tenor pendek juga, jadi bisa cepat lunas tanpa beban.",2025-07-28 12:15:04
Khilya Auliya,5,Modal usaha buat dagang online saya sekarang stabil berkat pinjaman dari AdaKami.,2025-07-28 12:14:41
Tameka Green,5,Urusan biaya operasional usaha jadi lebih ringan karena ada bantuan dari adakami.,2025-07-28 12:14:07
Jangar Kotek,5,aplikasi pinjam uang,2025-07-28 12:03:48
Muhammad Iqball33,5,mantapp goodd langsung di acc,2025-07-28 12:00:07
cr7ikhwan tea,5,praktis dan cepat,2025-07-28 11:54:42
Michael,1,limit kecil banget,2025-07-28 11:44:04
lani saputra,1,aplikasi apa ini udah di teransfer tapi gak masuk padahal saldo sudah terpotong,2025-07-28 11:40:55
Rohmat Rohmat,5,rekomedasi pinjol yg bisa mambantu disaat darurat,2025-07-28 11:39:44
Irfa Rizki,1,tiba tiba banget di ancem sama orang yang di kenal mengatasnamakan aplikasi apk ini,2025-07-28 11:30:40
Khayzatul Maula putri,5,good,2025-07-28 11:22:15
Ary Nc,1,"Aplikasi system sampah!!! Udah 2 bulan saya nunggu tetap di tolak, masih di suruh nunggu 1 bulan lagi? Mending saya hapus aplikasinya. Cair receh ribetnya minta ampun, jangan download apliksi inj ngeseli, ngecewain",2025-07-28 11:19:53
Merry Lumi,5,terima kasih sufah membantu pinjaman dana pendidikan anak kami,2025-07-28 10:52:33
Yong Can,2,saya mengajukan tidak pernah di ACC,2025-07-28 10:31:33
Nur Khairunna,5,apk nya bagus dan cairinnya cepat,2025-07-28 10:28:16
Jariya widi,5,"Tenor pendek sangat cocok buat karyawan, jadi gak memberatkan keuangan bulanan.",2025-07-28 10:23:01
aleyaa,5,"Kemarin pas mau buka warung kecil, aku pakai pinjaman dari adakami sebagai modal usaha awal. Sekarang usahaku lancar dan masih suka pinjam untuk nambah2 modal lagi.",2025-07-28 10:19:46
AplesZaidv2714,5,"Daftar mudah, pengajuan dan cairnya cepat. Adakami cukup ngebantu untuk darurat2.",2025-07-28 10:19:06
Misfaat,5,aplikasi sangat membantu sekali,2025-07-28 10:14:25
antonn alexx29,4,keren sekali,2025-07-28 10:11:30
Aprilia Tambunan,5,good app,2025-07-28 10:04:59
Adison Tarigan,5,mntap,2025-07-28 09:54:08
Rahmad Jw,5,mantap sangat membantu,2025-07-28 09:50:03
Eko Yulianto,1,"aplikasi macam apa ini,mau pinjam saja sulit lalu apa syaratnya padahal sudah pasti dapat gaji bulanan.sudah tutup saja aplikasi ini tak berguna",2025-07-28 09:38:51
Amir rare clature Skt,1,Belum di kasih limit,2025-07-28 09:33:50
Wans “Prabu” Beguzarcorel,4,coba 4 bintang dulu kalau mudah ku kasih 10 bintang,2025-07-28 09:33:10
SUNANDAR 97,1,"gedek banget sama apk ini, suka tbtb kedownload garagara iklannya lewat mulu",2025-07-28 09:21:03
Mohammad Ibrahim Syah,5,terima kasih ada kami,2025-07-28 09:19:38
Novia Utari,5,"hay kak, Tagihan saya sudah lunas. tapi mau mengajukan kembali, kenepa ngak bisa ya... terimakasih",2025-07-28 09:12:07
Irfandi Kristiawan,1,"aku instal cuma biar bisa ngasih tau kalok iklan mu sungguh mengganggu, bangs.",2025-07-28 09:09:18
011 I Ketut Aditya Dharma,4,lumayan lah,2025-07-28 09:05:07
Yenni Murbawani,5,cukup cepat dalam penanganan nya,2025-07-28 08:51:26
Era Wati,5,prosesnya cepat,2025-07-28 08:43:35
S Ful,1,"kalau mau menagih suruh orang yang punya tatakrama, cuman telat sehari itu juga gk disengaja cara penagihannya kaya bukan orang. sorry lunas pinjaman saya uninstall langsung, TERIMA KASIH",2025-07-28 08:34:59
welita buulolo,5,mantap,2025-07-28 08:28:43
Bambang Sulistyo,1,Banyak Iklan,2025-07-28 08:27:52
ranita mulyani adang,5,alhamdullilah sangat membantu disaat2 sulit,2025-07-28 08:12:55
Taher Btc,5,"bagus, cepat banget cair tanpa potongan 👍🏻🙏🏻 cuman per 15 hr sih, tidak per 30 hr😭 🙏🏻 terimakasih",2025-07-28 08:06:34
Yuni Astuti,4,"PD tgl 28 juli 2025 aplikasi ini saya uninstall dan tidak ada pinjaman yang berjalan,, tolong jg data saya dan jgn disalah gunakan,,bila disalah gunakan akan saya laporkan ke pihak berwajib,, terima kasih",2025-07-28 07:31:48
Alfredo Saputra,1,limit nya cuman 200rb kecil jauh dr iklan. bohong,2025-07-28 07:30:31
Christian s Katuuk,1,"bunga terlalu besar,pinjam 3 jt, jadi 5 jt",2025-07-28 07:20:39
Hanan Tyo,5,good pinjol,2025-07-28 07:01:14
Chandra Nifu,3,cukup baik,2025-07-28 06:33:52
Tita Rasydik,1,menaganggy ajig,2025-07-28 06:33:39
tar tar,5,good,2025-07-28 05:48:26
Sohin,5,mudah 2 jadi milik dan amal ibadah success sllu,2025-07-28 05:41:04
Hamdi adnan,5,good,2025-07-28 05:05:08
Ilham Baim,1,riba,2025-07-28 04:58:00
Nico Pratama,5,mantap bangett,2025-07-28 04:48:40
Sri Utami,5,sangat membantu aplikasi adakami terimakasih,2025-07-28 03:25:32
Orang Bodoh,5,aplikasi nya sangat membantu,2025-07-28 02:39:42
Endro Widnayanto,1,Saya tidak suka iklan nya. Menggagu sabat Bukatan Aplikasinya Main,2025-07-28 02:38:40
Imron rosyadi Wijaya,5,semoga aja Bisa di Acc,2025-07-28 02:34:27
Icikiwirrr lolok,1,TIDAK DAPAT MEMINJAM DIKARENAKAN LIMIT TIDAK SESUAI ANEH ADA LIMIT SESUAI TPI TIDAK DPT MENGAJUKAN PINJAMAN EROR!! HAPUS DATA SAYA ATAS NAMA M AKTAR BISRI.. MAU NGAJUIN PINJAMAN KECIL AJA TIDAK BISA APALAGI BESAR,2025-07-28 02:16:30
Radhitya Dani Pratama,4,"ckup mmbantu, pmbayaranya aja aga susah",2025-07-28 02:14:47
rudi raharja,5,good,2025-07-28 01:51:03
fidia amalia,1,pengganggu.,2025-07-28 01:39:34
Agus Mauludin,5,bagus,2025-07-28 01:26:40
SUARA DIRI,1,"jangan down load,banyak no baru yg teror km klo telat dikit. sy pribadi menyesal sekali coba2. data2 mu dr gogel di retas. di intimidasi,di ancam. jgn download klo gak mau menyesal.",2025-07-28 01:20:12
bello angga,4,coba dulu yq,2025-07-28 01:17:12
Abdul Zakaria,5,mantuap,2025-07-28 01:08:23
opik gntnk,3,ok,2025-07-28 00:51:34
Siska,5,mudah pencairan y,2025-07-28 00:47:15
cannn,1,sangat buruk,2025-07-28 00:22:08
Ferdi Fhee,1,"Apk ini jangan di instal ad anggota nya menipu kacau kali, di suruh nya TF ulang ke dia tapi cicilan kita gak di hapus nya kacau pokoknya mau gimna pun gamau saya bayar nya anggota nya penipu semua. Disuruh TF ulang ke anggota nya truss di imingi bunga nya terlalu besar dan akan di kecilkan oleh mereka, dan di bilang akan menaikan limit setelah di kirim ulang dana nya, kacau pokok nya buat kalian jangan sampai pinjam disini apk nya ga bagus pokoknya.",2025-07-28 00:15:19
Aditya Prayoga,5,"CS di Mall Balekota Tangerang sangat membantu aku kemarin. Mereka bantu soal keluhan pinjaman aku, makasih",2025-07-28 00:11:07
8A20 MOCHAMMAD ALI GUFRON,5,"usaha jadi lancar setelah dapat pinjaman dari AdaKami, kemarin ada yg pesan orderan banyak tapi aku ga ada uang.. jadi cari modal tambahan deh.",2025-07-28 00:10:39
Maria Catrina,5,Cocok buat pemilik usaha kecil awal2 yang butuh modal usaha tanpa ribet dan cepat cair.,2025-07-28 00:09:08
Fitria Wulans,5,"Aku udah coba beberapa aplikasi pinjaman, tapi AdaKami jadi favorit karena prosesnya cepat, aman, dan yang paling penting tenor pendeknya bikin cicilan cepat lunas!",2025-07-28 00:09:05
Cek Win phone,5,aplikasi yang sangat bermanfaat,2025-07-28 00:07:51
Da Rmdn,5,ok,2025-07-28 00:01:46
fadlan maulana,5,sangat membantu sekali,2025-07-27 23:54:44
Selina Chan,1,"Plis deh jangan sampe ni apk nagih ke saya, krn sya sendiri abis kena tipu ama org yang modus jdi kurir j&t mengatas namakan pengembalian dana krn paket sy kta dia rusak, bodohnya saya percaya percaya aja malah ngasi verifikasi lewat KTP sy, pdhl login nya aja pake nomor nya si penipu itu, salahnya sy mlh g sadar klo bkal ky gni, sadar nya pas skrg",2025-07-27 23:53:52
Moe-Tan,5,"Makasih Banget,Saya jadi bisa makan dan minum",2025-07-27 23:23:42
Elih Ermawati,5,Aplikasi ini adalah Aplikasi pinjaman terbaik sya sangat senang bisa mendapat pinjaman dengan syarat yg mudah,2025-07-27 21:56:33
Erna Na,5,sangat bagus,2025-07-27 21:52:56
Aisyah Aisyah,5,baik,2025-07-27 21:34:02
Rachel Porter,5,BAGUS,2025-07-27 21:13:37
Kuswanto Kazoen,4,"sebenarnya bagus, tapi sayang pengajuan saya di tolak percumah aku SDH memasukan data capek2,padahal lagi butuh2nya",2025-07-27 21:12:58
muh suratman,4,cepat cair,2025-07-27 21:11:10
Zayy Ashter,5,great,2025-07-27 21:05:53
Hero Manalu,5,sangat membantu,2025-07-27 21:01:19
Fredian Aldi Pramana,5,bagus,2025-07-27 20:54:15
Lina Meuraxa,1,mohon maaf saya tidak jdi mengajukan dikarenakan limit nya sangat rendah dan mohon data saya di hapus dan tidak di salah gunakan 🙏,2025-07-27 20:44:30
Kodir Official,4,keren,2025-07-27 20:39:15
Yazid Nasrullah,5,bagusss,2025-07-27 20:34:18
Muhammad Hanafi,1,PHP kebanyakan drama,2025-07-27 20:19:01
Yudhi Stira,5,bagus bangt,2025-07-27 20:04:10
Dandi Ramdani,5,terimakasih,2025-07-27 19:58:32
Dedri Manemi,2,kurang bermanfaat setelah pelunasan tidak bisa pengajuan lagi,2025-07-27 19:57:55
Mila Safitri,1,aplikasi babi,2025-07-27 19:57:02
Pitri Yono,5,mantap,2025-07-27 19:46:53
Apis TT,5,"cepat dan tidak bertele tele, mantap",2025-07-27 19:45:24
Adit Icol,1,banyak iklannya,2025-07-27 19:35:07
Anessayusuf Permana,5,mantap,2025-07-27 19:33:46
Sikembar Bungsu,1,Aplikasi AdaKami... AdaKami siap mengiming² pinjaman besar... AdaKami yang siap menolakan pengajuan paling cepat... aplikasi cuman pengen cari ranting bagus doang.!! 🤣🤣,2025-07-27 19:05:39
Thia,5,cukup membantu,2025-07-27 18:57:27
Wulan Dari,5,"membantu sekali, karna setoran nya bulanan 🤗 terima kasih adakami 🤗",2025-07-27 18:50:47
ARJUNA AL PUTRA,5,sanagat tertolong trimakasih,2025-07-27 18:50:16
Muhamad Adam,1,"Parah si apk ini bisa bisa nya ktp org verifikasi wajah bukan wajah asli aja bisa lolos gitu, gapernah daftar ada kami sebelum nyaa tpi pas mau nyoba daftar ktp udh terdafar duluan sama yg lain, aplikasi yg sangat ga terpercaya si parah",2025-07-27 18:38:42
Rina Agustina,1,kenapa sih iklan masuk aja ngak di pijit juga masuk,2025-07-27 18:33:33
Ine Prasetyaningtias,3,semoga limit nya bisa semakin naik,2025-07-27 18:23:56
Zimmi Charter,4,mantap,2025-07-27 18:20:06
Elpina Esan Rahu,5,"limitnya tinggi, mudah melakukan verifikasi",2025-07-27 18:15:12
insan kori,5,pelayanan yg baik,2025-07-27 17:55:16
Al Dy,5,mantap,2025-07-27 17:41:12
Suyitno Saputra22,5,baik,2025-07-27 17:32:14
Khairul Abdi,5,bagus sangat membantu,2025-07-27 17:15:33
Aisyahfikar Zyan,5,amanah pinjol nya,2025-07-27 17:01:11
Indah putri adellia,1,"jangan download, apk penipu lu udah daftar pake data valid tapi ga dikasih pinjaman, dengan alasan skor kredit rendah, gimana mau naikin kredit skor kalo pinjaman pertama aja di tolak",2025-07-27 16:45:22
William Fasha,1,iklan anjj,2025-07-27 16:39:43
Juanda Juanda,5,memang membantu aplikasi ni,2025-07-27 16:33:40
Ikik channel,5,good,2025-07-27 16:23:52
bang sihombing,1,gk jelas,2025-07-27 16:21:07
Yusuf,5,"ane baru coba dan lagi nunggu pencairan dana, pendftaran mudah dan cepat",2025-07-27 16:06:38
Celine 14,5,aplikasi bekerja dengan normal wajib di instal,2025-07-27 15:56:20
Rico Simandalahi,5,makasih adakami saya dikasih limit,2025-07-27 15:51:40
Jeffry Kambuno,5,very easy to borrow and pay,2025-07-27 15:49:34
Khenzo Moto vloger,5,mantul banget,2025-07-27 15:30:48
Aisyah Putri,5,perlu uang capat pasbngat adakmi langsung cair,2025-07-27 15:29:05
Tegar_ alfrnsyh,5,terima kasih.. ADAKAMI anda sangat membantu,2025-07-27 15:22:17
Jon Simatupang,5,ok,2025-07-27 15:05:59
Ani Niah,5,ok,2025-07-27 14:57:03
Susyanto Susyanto,5,prosesnya mudah..,2025-07-27 14:56:52
Iam Mahmud,5,mantapppp apk mudahhh,2025-07-27 14:54:56
Yoga Angkara,1,baik,2025-07-27 14:30:52
Azty Greynd,5,sangat menarik aplikasinya,2025-07-27 14:29:48
Kinkin Kinay,5,bagus banget,2025-07-27 14:24:21
Mhmd Mulyadi,5,bagus sekalii,2025-07-27 14:16:24
fitri solihat,4,sangat membantu sekali,2025-07-27 14:12:20
Rita Ariati,5,sejak mengenal ada.kami kehidupan ku sumiringah ..alhamdulilah,2025-07-27 14:08:26
Arrico Sakti,1,"buruk, sering instal sendiri",2025-07-27 13:53:23
indra Diansen,1,iklan lu ganggu lagi nonton drama Chinese,2025-07-27 13:45:42
M BAYU SUJARMAN,5,ok,2025-07-27 13:42:27
Indah Widianto,5,sangat memuaskan,2025-07-27 13:33:15
Muh Fahry,5,"wow, aplikasi pinjam online ini sangat bagus dan terpercaya",2025-07-27 13:30:12
Ahmad Yamani,5,mantap,2025-07-27 13:29:16
Agustian Channel,3,"lumayan cepat prosesnya, saya kasih 3 bintang dulu klo pelayanan baik saya tambah bintang",2025-07-27 13:25:00
Pippa Bacaratte,5,hanya orang2 ngerti aja deh...pokoknya aplikasinya cukup keren...👍,2025-07-27 13:22:51
Kurniawan Rully,5,cepat,2025-07-27 13:22:20
Ahmad Hoeru,5,mantap,2025-07-27 13:20:20
Fanba Sony f,5,baik sangat membatu.. tksh. Jaya selalu,2025-07-27 13:15:55
Susi Komalasari,1,ga bisa hapus data...tolong d jaga ya,2025-07-27 13:14:37
mulyanibudi cahyanti,5,sangat membantu,2025-07-27 13:13:49
Degell 11,1,buruk,2025-07-27 12:49:36
CINDERELLA NINJA,5,"Tolong bantu saya. Karena saya sudah ditipu sama org yg mengaku-ngaku dari pihak Shopee Security lalu diarahkan ke aplikasi AdaKami untuk melakukan aktivasi dana pinjam, sehingga mereka berhasil membobol dana pinjam dari AdaKami ke rekening virtual account miliknya sendiri menggunakan data pribadi saya dan mengakibatkan saya yg akan menanggung tagihan pencairan tersebut sedangkan saya tidak melakukan pencairan itu 😭😭😭😭",2025-07-27 12:38:36
Ade Kusuma,1,belum berhasil pinjaman nya kalau berhasil kasih bintang 5,2025-07-27 12:26:15
DA ricta,1,iklannya muncul terus asuuuuu banget,2025-07-27 12:17:53
Sabila Nurjannah,5,apa aja syarat nya,2025-07-27 12:15:22
Yosy Hermawan,3,Apabila lolos rate 5,2025-07-27 11:54:45
Salmi X Joko,1,muncul iklan terus di hp,2025-07-27 11:49:16
Asep Saepudin,5,mantap,2025-07-27 11:41:48
Medan Pancur,1,"sebelum pencairan aku pinjam 2 jt di bayar perbulannya 222,234 ribu sesudah pencarian lain lg jadi 356.433 jangan bikin orang tergiur ya klw ujung "" nya nguras orang jgk",2025-07-27 11:37:42
jembotkecelopsanten menawilupotnyuwonngapunten,5,app nya sangat membantu,2025-07-27 11:37:09
Anan Fadilah Yusuf,5,keren,2025-07-27 11:36:23
Datvi Aja,1,padahal baru lewat 6 hari udah mau bocorin data,2025-07-27 11:31:47
Albi Arsenio,1,aplikasi sangat buruk!,2025-07-27 11:31:25
oktana deni,5,"mantap , berhasil cair dalam 10 menit",2025-07-27 11:23:48
Eka NV,1,"tidak sopan, tidak beretika.",2025-07-27 11:20:44
Anda Saswita,5,lebih baik lagi pelayanan kedepannya,2025-07-27 11:07:12
Mufidah Fida,5,"Yang aku suka dari Adakami itu bukan cuma approval cepat, tapi juga tenor-nya pendek, jadi cocok buat kebutuhan jangka pendek yang hasilnya jangka panjang!",2025-07-27 11:05:06
Ika Anggreyni,3,mudah dan cepat,2025-07-27 10:55:24
MUH. AMIN PRIYADI,5,top,2025-07-27 10:55:24
Hikmah Sahara,1,konten mengganggu 100%,2025-07-27 10:39:24
Ayah Sultan,5,acc,2025-07-27 10:38:41
A Mei,1,iklannya ganggu bangettt ini lagian apa manfaatnya ajk2 dr iklan?,2025-07-27 10:34:31
DITZZ GAMING,5,bagus,2025-07-27 10:14:41
Sukmaoyo,4,sangat baik,2025-07-27 10:10:27
Fauzan Alfurqon,5,sangat bagus sekali untuk aplikasinya,2025-07-27 10:05:54
BAYU FAHMI,1,"ini apk gimana sih, padahal saya masih belum pernah pinjam sebelumnya,tapi pada saat saya mau pinjam kok g bisa alasannya ada cicilannya yg masih belum lunas padahal saya masih belum pernah pinjam sebelumnya. Gajelas ni apk",2025-07-27 09:55:26
Rian Maulana,5,aplikasi aman terjamin dan pinjaman cepat cair,2025-07-27 09:53:03
Sirna Waluya,5,bagus,2025-07-27 09:48:12
Sidiq Permana,2,prosesnya lama banget,2025-07-27 09:42:42
Hartito Tito,5,"boleh juga, semoga kedepan limit busa puluhan juta",2025-07-27 09:32:07
Rifa channel Official,5,bgus,2025-07-27 09:31:04
Ria Marbun,5,pinjaman baik,2025-07-27 09:29:52
Gerhana Ajj,5,bagus,2025-07-27 09:29:23
Almaghvira Nurhasanah,5,Saya pilih tenor pendek biar cepat lunas dan gak berlarut-larut utangnya.,2025-07-27 09:29:16
Ipan jokie,4,untuk pencairannya tolong di percepat,2025-07-27 09:17:38
Daeng Pasolle,1,"giliran sudah pelunasan sebelum waktu yg di tentukan , pas mau ngajuin pinjaman lagi langsung di tolak , ada ada saja",2025-07-27 09:11:56
azizel ganteng,5,Aplikasinya sangat bagus,2025-07-27 09:01:58
Ozy Amox,5,sat set cepet mudah ringan membantu,2025-07-27 08:56:32
Anak Muda,5,"rekomendasi ,, real proses cepat, bunga ringan.. mantapp",2025-07-27 08:55:46
ari chameleon,1,baru telat sekali aja ...pengajuan berikutnya di tolak terus ...padahal cuma pengajuan 200K ....pengajuan limit paling bawah .....,2025-07-27 08:53:51
Helly Official,1,jelek,2025-07-27 08:31:19
Yahya Jakaria,5,sangat membantu ...thanks,2025-07-27 08:20:03
Nana Sumarna,5,sukses selalu,2025-07-27 08:12:22
Wahyuni Sri,3,kecewa baru pengajuan lngsng d tolak,2025-07-27 07:59:43
Yuni Sarini,2,SMG menjadi amanah surat² kamu terjaga,2025-07-27 07:55:04
Pe R,5,proses sangat cepat dan kredit easy,2025-07-27 07:48:44
Azrul Qurbany,5,membantu,2025-07-27 07:42:13
Agus Adji,5,"mudah,cepat dan terpercaya",2025-07-27 07:29:28
tut iso-sawitri,5,prosesnyaa lama skli saya ajukan dri jumat smpe skrg minggu blm cair juga.. pdhl iklannya blg cepat cair..,2025-07-27 07:02:44
tukang embargo,1,saya tidak ACC di app ini dan jika ada tagihan bukan saya karena sudah saya hapus di tanggal 27 juli 2025,2025-07-27 07:01:21
Hasrul Anchu,5,good,2025-07-27 06:51:41
Santria Kanjut,5,bagus,2025-07-27 06:22:11
Wizard Storm TV,1,"cara nagih tidak sopan, kasar, dan berulang seharian, dan lebih parahnya waktu sudah dilunasi masih tetap ditagih menggunakan bahasa kasar, koordinasi sama pihak ketiga sebagai penagihnya jelek 👎🏻 parah",2025-07-27 05:37:57
Muhammad Aqill betria,5,good,2025-07-27 04:56:46
Bumi Raya,5,good,2025-07-27 04:56:26
Umar Tukimin,1,jagan mau jadi budak pinjol,2025-07-27 04:51:58
Erlangga Fadilah,5,bagus,2025-07-27 04:45:48
Sukanti Spd,5,terimakasih atas nama Sukanti,2025-07-27 04:31:25
Cendy Afriliya,5,bagus,2025-07-27 04:26:36
Anik 001,5,cepat cair,2025-07-27 03:51:53
Albi Gantu,5,"klu bisa data"" saya hapus yya karena limit gua ngk keluar jdi mohon data saya hps🙏🏻",2025-07-27 03:19:59
Emir Harun,5,manatap membantu banget,2025-07-27 03:16:58
Taura Bima Nugraha Manoppo,5,nice,2025-07-27 03:12:05
Asep Muhammad,1,"tidak pernah acc ,tdk sesusai iklan",2025-07-27 02:57:19
Rehan,5,saya sangat puas.. mudah proses cepat,2025-07-27 02:42:42
Sobar Cs,5,kredit easy,2025-07-27 02:25:23
Genjiah Oriazawa,3,"pengajuan tidak di acc, mohon kerja samanya untuk tidak menyalahgunakan data2 saya, saya telah menonaktifkan/mengahpus akun dan menguninstal 27/Juli/2025, jika sesuatu terjadi diluar kendali saya, saya tidak bertanggung jawab, terimakasih.",2025-07-27 01:46:00
Yuba Creator,1,gara gars download game ikan iklan pinjol terus 😈😈,2025-07-27 01:40:33
Ilyas Ilham,5,"adakami sangatlah bagus dan benar"" bisa menolong kita .. ketika kita benar"" butuh uang secara mendadak .. semoga adakami semakin sukses bisa lebih memberikan tenor lama limit banyak dan bunga yang relatif rendah",2025-07-27 01:39:46
Yakobus Arroi,1,"ngapa si maksa buat download apk ini selalu muncul, woiiiii apk lol ganggu mood aku aja selalu datang",2025-07-27 01:35:30
Papa Aleesya,5,"mantab, cukup membantu",2025-07-27 01:31:59
-Kanzzz CEESS-,5,"Saya sangat puas dengan layanan Adapundi. Bunga yang mereka tawarkan sangat rendah, yang membuat pinjaman lebih terjangkau. Selain itu, mereka menyediakan tenor pinjaman yang panjang, yang memberi saya lebih banyak waktu untuk melunasi pinjaman.",2025-07-27 01:16:54
M Arifin Siregar,5,baik,2025-07-27 01:15:27
Murad Ganteng,5,Mantap,2025-07-27 01:07:56
Santo So,5,sangat bagus,2025-07-27 01:00:59
Cole Logan,5,"Aku ambil pinjaman Adakami buat kursus digital marketing. Biarpun bayarannya per bulan, aku pilih tenor pendek supaya cepat lunas. Jadi bisa fokus bangun karier, bukan mikirin cicilan panjang.",2025-07-27 00:14:01
Rio erlangga Saputra,5,"Aku sempat ke booth CS Adakami di Mall Balekota Tangerang, dan mereka jelas banget ngejelasin tentang proses dan keamanan data. Baru kali ini ketemu pinjol yang customer service-nya niat dan transparan gini.",2025-07-27 00:13:54
Marley Hopper,5,"Adik aku baru daftar kuliah dan uang pangkalnya lumayan bikin kaget. Untung ada Adakami, langsung cair dalam waktu singkat. Approval cepat dan prosesnya transparan. Cocok buat situasi darurat.",2025-07-27 00:12:13
Ahmad Junaedi,5,"Nggak nyangka approval cepat banget, pagi daftar sore udah masuk rekening.",2025-07-27 00:11:03
Abigail Jameson,5,"Sempat skeptis sama pinjaman online, tapi pas coba Adakami, langsung berubah pikiran. Aku pakai buat kursus desain grafis karena pengen upskill. Prosesnya gampang, cepat, dan bunganya juga oke. Tenor pendek bikin nggak was-was.",2025-07-27 00:10:45
Sahrll J,5,"Aku butuh dana darurat buat bayar supplier karena kepepet di biaya operasional usaha, untung ada Adakami. Cair cepet dan tenornya pendek, jadi nggak beban. Proses pendaftarannya juga super gampang.",2025-07-27 00:10:20
Dian Yandiii,5,"Pas baru mulai bisnis kue rumahan, aku kekurangan modal usaha buat beli oven. Temenku saranin Adakami, dan ternyata beneran enak prosesnya. Data aman, dan gak disebar ke mana-mana. Sekarang bisnis jalan!",2025-07-27 00:08:37
Yopi Pratama,5,cukup baik,2025-07-26 23:53:50
Stevanus Sumampouw,5,susah proses pinjaman,2025-07-26 23:44:29
Fardhan Abadah,5,"The Best sih aplikasi Ada Kami. Mudah pengajuannya, limitnya juga besar, tenor nya juga sesuai kemampuan. Recommended untuk yang lagi butuh Dana.",2025-07-26 23:38:44
Iyank Adrian,5,"alhamdulillah sangat membantu, pencairan cepat🤲🙏",2025-07-26 22:33:41
Wahyu Ciwidey,5,"proses cepat ga neko neko ,",2025-07-26 22:27:40
dull rohman,2,"mohon maaf di karenakan limit saya ngga ada jga saya ngga bisa pinjam maka saya akan uinstal saja ..mohon dengan data"" saya jangan di salah gunakan sya tidak bertanggung jawab bila ada sesuatu,terimakasih",2025-07-26 22:22:23
subscribe YouTube,5,sangat membantu,2025-07-26 22:15:56
John Morgan,5,Aplikasi yang sangat membantu bagi yang butuh pinjaman.,2025-07-26 22:11:01
Kenshin ID,5,"Saya atas nama Renaldi sudah tidak menggunakan apk ini... jadi tolong data"" saya dijaga dengan baik, kalau bisa dihapus supaya tidak ada terjadi hal"" yg tidak diinginkan... terimakasih",2025-07-26 22:02:31
Luh Putu Widyaningsih,4,cara pembayaran tagihannya tolong diisi dong,2025-07-26 22:00:46
J-AMY Thv,5,🌟🌟🌟🌟🌟🌟,2025-07-26 21:29:40
Nuryanti Nuryanti,1,TDK suka dgn aplikasi ini,2025-07-26 20:45:29
Ida Bagus Made Megarupa,5,sangat membantu,2025-07-26 20:41:54
Frangklin Dandel,5,bagus,2025-07-26 20:35:32
Rida Afdalia,5,"DATA SUDAH LENGKAP DI BERIKAN,, DATA SEMUA SUDAH OK, TAPI PINJAMAN TIDAK BERIKAN, KALIAN KUMPULIN DATA PINJAMAN ORANG BUAT APA ?",2025-07-26 20:27:25
Jay jo,4,"bersyukur aja gue mah gara"" bisa beli sepeda+bunga nga gede bet anjir minus",2025-07-26 20:24:09
Riz Nan,5,semoga adakami semakin maju dan sukses,2025-07-26 20:21:50
Dimas rahadian Adhitama putra,1,"kpd yth bpk/ibu akun saya yg bernama dimas rahadian minta tolong agar di hapus data2 pribadi saya dan jgn di salah gunakan. jika ada yg mengatas namakan saya, saya tidak bertanggung jwb atas smua itu. minta tlng hapus data2 pribadi saya segera yg atas nama dimas rahadian. saya tunggu etikad baiknya kpd bpk/ibu trima kasih",2025-07-26 20:08:05
Ridho Pratama,5,mantap,2025-07-26 19:56:41
AKBAR NUR,1,mengganggu,2025-07-26 19:41:29
ariya Dillah,5,mantap,2025-07-26 19:32:06
toto maritohehe,1,haya formalitas nyatanya pinjaman susah dan banyak teror itu yg mengulas manis hanya dari tim mereka.dan kalo boleh dan bisa ngga ngasih bintang saya pilih ngga kasih bintang.ini bintang 1 paksan karna kalo mau ngulas harus kasi bintang 👎👎👎,2025-07-26 19:31:40
Dodi Dodol,5,"Aplikasi ini sangat mudah digunakan, semua fitur terasa responsif dan aman. Edukasinya juga sangat membantu pemula!",2025-07-26 19:23:47
Fahmi Syaputra 1D,5,semoga saat sudah lunas kalo mau mengajukan lagi bisa langsung ACC tidak seperti saat itu sudah lunas tapi pengaju berikut nya slalu di tolak,2025-07-26 19:23:23
Erik Saputra,5,mantap,2025-07-26 19:14:25
Dedi Dalyanto,5,mantap,2025-07-26 18:59:51
Akhmad Sunaryo,1,"aplikasi juancok,bayar tepat ending juancok",2025-07-26 18:56:05
AlamFaisalSopandi,1,"untuk pinjaman sementara lumayan cepet,namun mohon maaf ketika penagihan padahal ketelatan cuman 1 hari sangat tidak sopan bahkan banyak ancaman didalamnya yang akan menyebarkan data pribadi disosial media,padahal tidak ada niatan menipu hanya kendala keuangan itupun telat satu hari",2025-07-26 18:52:49
Amar Ma'ruf,1,"platform sampah masyarakat,, tidak membantu malah menyusahkan...",2025-07-26 18:30:18
Dedi Isbandi,5,baik,2025-07-26 18:27:06
Raka Aditya,1,pencurian & penyebaran data .. sangat merugikan,2025-07-26 18:22:50
Eric Ardiansyah,1,gagal truss,2025-07-26 18:11:23
Imas Tating hayati,5,sangat bagus,2025-07-26 18:08:02
Danis Dn,5,top,2025-07-26 18:05:12
Yunita Ku,5,baik,2025-07-26 17:34:17
