userName,score,content,at,cleaned,sentiment
Iis Assalam,5,Allhamdulillah...pengajuan pinjaman ku Mudah dan cpt prosesnya..rendah bunganya..dan nyata hasilnya..terima kasih Kredifazz..sukses sllu..,2025-07-29 18:03:30,Allhamdulillah...pengajuan pinjaman ku Mudah dan cpt prosesnya..rendah bunganya..dan nyata hasilnya..terima kasih Kredifazz..sukses sllu..,positive
Sawahan Boyolali,5,"aplikasi bagus,sangat respon,pinjaman cepat ,tepat ,dan aman tentunya...",2025-07-29 18:00:42,"aplikasi bagus,sangat respon,pinjaman cepat ,tepat ,dan aman tentunya...",positive
Wawan Driver,2,utang sy sdh sy bayar lunas melalui aplikasi kredivo tetapi knp sy masih dikejar kejar dc gimana ini solusi nya kredivo?,2025-07-29 17:55:06,utang sy sdh sy bayar lunas melalui aplikasi kredivo tetapi knp sy masih dikejar kejar dc gimana ini solusi nya kredivo?,negative
Sari SBS,5,Mudah digunakan,2025-07-29 17:51:56,Mudah digunakan,positive
Anelis Selvia,5,mantap,2025-07-29 17:41:46,mantap,positive
Rica Andriani,5,sangat puas,2025-07-29 17:35:51,sangat puas,positive
"Fenri, S.Pd.I",5,sangat puas dan mantap,2025-07-29 17:32:34,sangat puas dan mantap,positive
Jimmy Kurniawan,1,payahhh.. kg bisa digunakan lagiii..,2025-07-29 17:21:21,payahhh.. kg bisa digunakan lagiii..,negative
Abdullah Abdullah,5,ok lah,2025-07-29 17:11:18,ok lah,negative
romeo amelia,5,THE BEST BANGET,2025-07-29 17:07:14,THE BEST BANGET,positive
Apartemen Aeropolis,5,jopp,2025-07-29 17:05:58,jopp,negative
Adicipto Mulyadi,5,bagus,2025-07-29 17:03:26,bagus,positive
Fauzi Malawat,5,👍👍👍👌👍.👍👍👍👍 kereenn..!!,2025-07-29 17:01:29,. kereenn..!!,positive
luluk Alfiyah,5,aplikasi yg mudah transaksinya bunga ringan proses cpat pokoknya Dhe best,2025-07-29 16:57:19,aplikasi yg mudah transaksinya bunga ringan proses cpat pokoknya Dhe best,positive
Ganda Putra Hutabarat,5,"Kurangi bunganya perbulan, bisa makin lama makin naik",2025-07-29 16:31:45,"Kurangi bunganya perbulan, bisa makin lama makin naik",neutral
Khodijah 777,1,buruk,2025-07-29 16:30:02,buruk,negative
Kukuh Jupiter,4,oke,2025-07-29 16:20:12,oke,positive
Mobster Naptena,5,kerenz,2025-07-29 16:02:47,kerenz,positive
ihsan kokas,5,senang dan gembira,2025-07-29 15:56:44,senang dan gembira,positive
msgaris hz,5,amazing,2025-07-29 15:36:06,amazing,positive
Mohamad Daliuwa,5,mantap,2025-07-29 15:34:05,mantap,positive
Azel Ibni,1,"padahal saya bayar nya selalu tepat waktu tp tidak tahu kenapa saya di blokir tidak bisa menggunakan kredivo kembali,sangat2 kecewa saya tolong dibertimbangkan bapak ibu dari pihak kredivo agar akun saya di kredivo dapatdi gunakan kembali 🙏🙏",2025-07-29 15:31:04,"padahal saya bayar nya selalu tepat waktu tp tidak tahu kenapa saya di blokir tidak bisa menggunakan kredivo kembali,sangat2 kecewa saya tolong dibertimbangkan bapak ibu dari pihak kredivo agar akun saya di kredivo dapatdi gunakan kembali",negative
Mahendra,3,limid nya kaga naik naik,2025-07-29 15:30:55,limid nya kaga naik naik,negative
Api Islam,1,"sangat mengganggu, saya gak minjam dll tapi dia nelfon terus bangst",2025-07-29 15:28:52,"sangat mengganggu, saya gak minjam dll tapi dia nelfon terus bangst",negative
Ratu isabell,1,"cuma bisa bayar doang, ngga bisa ambil lagi, udah perbaikan nomor hape tapi data tidak valid, kali ngga di perbaikin nanti aku hapua",2025-07-29 15:21:04,"cuma bisa bayar doang, ngga bisa ambil lagi, udah perbaikan nomor hape tapi data tidak valid, kali ngga di perbaikin nanti aku hapua",negative
arisvanjava,3,"Aku seneng banget setelah 3 tahun ngajuin selalu gagal. Akhirnya di Acc juga. Terima kasih kredivo atas kepercayaan nya update review 29 juli 2025. setelah lmayan lama pake kredivo, sekarang saya kecewa, limit saya 8.2jt. di pake pinjaman tunai 3 jt an, udah hampir lunas 1 kali cicikan lagi. lalu sisa limit sebesar 5jt hanya bisa di pake 200rb an aja. 😂😂 keterlaluan. pembayaran saya lancar ga pernah telat.. tolong lah sistem analys credit Kredivo, di benerin. Ga semua customer itu ga bene",2025-07-29 15:16:48,"Aku seneng banget setelah 3 tahun ngajuin selalu gagal. Akhirnya di Acc juga. Terima kasih kredivo atas kepercayaan nya update review 29 juli 2025. setelah lmayan lama pake kredivo, sekarang saya kecewa, limit saya 8.2jt. di pake pinjaman tunai 3 jt an, udah hampir lunas 1 kali cicikan lagi. lalu sisa limit sebesar 5jt hanya bisa di pake 200rb an aja. keterlaluan. pembayaran saya lancar ga pernah telat.. tolong lah sistem analys credit Kredivo, di benerin. Ga semua customer itu ga bene",negative
Farida Malau,5,sangat membantu,2025-07-29 15:15:38,sangat membantu,positive
Ruk Wili,5,woke mantap,2025-07-29 15:02:13,woke mantap,positive
Charles hasiholan Gultom,5,ok,2025-07-29 14:57:34,ok,negative
jambri,5,sangat puas,2025-07-29 14:57:19,sangat puas,positive
Allatifu 127,1,"aneh.... katanya kalau pembayarannya bagus, bunganya diturunkan. ini bunga bukannya turun, tapi malah di naikkan.",2025-07-29 14:44:39,"aneh.... katanya kalau pembayarannya bagus, bunganya diturunkan. ini bunga bukannya turun, tapi malah di naikkan.",negative
Pecinta Hobi,4,"Saya disini sengaja kasih bintang 5 dan mau menanyakan perihal akun saya yg di tangguhkan, saya melunasi tagihan saya,, namun kenapa akun saya di tangguhkan??????",2025-07-29 14:36:02,"Saya disini sengaja kasih bintang 5 dan mau menanyakan perihal akun saya yg di tangguhkan, saya melunasi tagihan saya,, namun kenapa akun saya di tangguhkan??????",negative
awank irama,3,bagaimana ini kredivo sy sudah bayar lunas semuanya kok masih di kejar kejar dc si,2025-07-29 14:30:52,bagaimana ini kredivo sy sudah bayar lunas semuanya kok masih di kejar kejar dc si,negative
Redbaron,1,aplikasi tolol daftar dari dulu sampai sekarang di tolak terus. mana lagi otp susah. giliran otp bisa di pakai malah daftarnya yang di tolak,2025-07-29 14:28:01,aplikasi tolol daftar dari dulu sampai sekarang di tolak terus. mana lagi otp susah. giliran otp bisa di pakai malah daftarnya yang di tolak,negative
Renaldi Junaedi,2,jelek,2025-07-29 14:23:33,jelek,negative
dhedy agus,4,"Asli hebat kredivo,top dan aman semua terkombinasi di apps ini,lancar jaya,bebas iklan.. yuk pakai kredivo",2025-07-29 14:18:42,"Asli hebat kredivo,top dan aman semua terkombinasi di apps ini,lancar jaya,bebas iklan.. yuk pakai kredivo",positive
Angga Sarjun,5,bagus,2025-07-29 14:14:31,bagus,positive
Hasta Walensa,5,good,2025-07-29 14:05:09,good,positive
ade rosadi,5,mau tanya kredivo tenor maksimal berapa bulan?.... mohon di jawab,2025-07-29 14:00:37,mau tanya kredivo tenor maksimal berapa bulan?.... mohon di jawab,neutral
Virafacto Ozora,5,bantuan tambah limit donk min 😅 makasi dapet minjam terus 🥰,2025-07-29 13:55:33,bantuan tambah limit donk min makasi dapet minjam terus,neutral
Rinn Wulandari,5,mantaf,2025-07-29 13:48:14,mantaf,positive
juni waruwu,5,sangat membantu tanpa ribet,2025-07-29 13:34:04,sangat membantu tanpa ribet,positive
Nurhayati Mks2025,5,trimah ksih,2025-07-29 13:33:29,trimah ksih,positive
Ulfi Teguh,5,tumben limitnya udah lama gak naik.,2025-07-29 13:32:44,tumben limitnya udah lama gak naik.,negative
Auri Hermawan,5,mantap,2025-07-29 13:26:51,mantap,positive
Muji Muhamad,5,bisa membantu,2025-07-29 13:16:51,bisa membantu,positive
Elina Ibrahim,1,"gedeg bgt sama kredivo ni, saya selalu tepat waktu bayar.. sekalinya telat bayar, denda langsung utk sebulan itu itungan nya, wkwkwkk.. masih aja ribut suruh cpet bayar, padahal nanti saya bayar jg kok sama dendanya.. setelah ini kredivo masuk blacklist deh, gak usah di pke lgi ya sodara2, sudah banyak ulasan buruk dri para pengguna kredivo..",2025-07-29 13:15:02,"gedeg bgt sama kredivo ni, saya selalu tepat waktu bayar.. sekalinya telat bayar, denda langsung utk sebulan itu itungan nya, wkwkwkk.. masih aja ribut suruh cpet bayar, padahal nanti saya bayar jg kok sama dendanya.. setelah ini kredivo masuk blacklist deh, gak usah di pke lgi ya sodara2, sudah banyak ulasan buruk dri para pengguna kredivo..",negative
Sudarno Darno,5,sangat puas,2025-07-29 12:59:51,sangat puas,positive
Yuniar Vignadian,5,sangat flexibl,2025-07-29 12:52:59,sangat flexibl,positive
Edi Wijaya,2,di kasih bintang dia dulu klo dah naik limit nya baru di tambah,2025-07-29 12:52:01,di kasih bintang dia dulu klo dah naik limit nya baru di tambah,neutral
Ryan Saputra,1,"apaan sih ini apk, gajelas katanya lebih perbanyak transaksi menggunakan merchant² yg kerja sama sama kredivo, giliran mau transaksi di tolak terus. maunya apa sih semua transaksi ditolak terus",2025-07-29 12:50:41,"apaan sih ini apk, gajelas katanya lebih perbanyak transaksi menggunakan merchant yg kerja sama sama kredivo, giliran mau transaksi di tolak terus. maunya apa sih semua transaksi ditolak terus",negative
Eko Setio,1,kok saya mau login di persulit ya pdhl pas jatuh tempo angsuran,2025-07-29 12:44:28,kok saya mau login di persulit ya pdhl pas jatuh tempo angsuran,negative
Nita Wardani,5,best,2025-07-29 12:36:29,best,positive
meida pradewi,5,mempermudah,2025-07-29 12:31:14,mempermudah,positive
Ace Koswara,5,"Untuk saat ini belum ada masalah yg sangat mengganggu , jadi baik baik lah terus jangan mengecewakan pengguna apk ini . . . .",2025-07-29 12:27:07,"Untuk saat ini belum ada masalah yg sangat mengganggu , jadi baik baik lah terus jangan mengecewakan pengguna apk ini . . . .",positive
"wsnu 1.2,",5,yooo,2025-07-29 12:19:24,yooo,positive
Anton Hilman,5,"pokok nya mantaf,,",2025-07-29 12:19:18,"pokok nya mantaf,,",positive
Arata Syam,5,"semoga pengajuan saya di acc ya. . hihihi ternyat aku udah pake kredivo dri 2019😭 alhamdulillah selama ini aman dan baguss bangeettt, saya terbantu banget soal financial, tolong di naikin lg yaa limit sayaaa wkwkwkwk, terima kasiiihh",2025-07-29 12:17:51,"semoga pengajuan saya di acc ya. . hihihi ternyat aku udah pake kredivo dri 2019 alhamdulillah selama ini aman dan baguss bangeettt, saya terbantu banget soal financial, tolong di naikin lg yaa limit sayaaa wkwkwkwk, terima kasiiihh",positive
Aam Muhammad Rahmat,1,cepat,2025-07-29 12:14:20,cepat,positive
Ahdy Gemini,5,sangat membantu dalam memenuhi kebutuhan sehari-hari,2025-07-29 12:12:38,sangat membantu dalam memenuhi kebutuhan seharihari,positive
YAKHSYA JR,5,"sangat senang make apk kredivo,",2025-07-29 12:06:41,"sangat senang make apk kredivo,",positive
Pra Yoga,5,lebih baik emang di kredivo,2025-07-29 12:01:11,lebih baik emang di kredivo,positive
Nurfadila ningsih,3,"untuk perubahan nomor juga tidak bisa, ya di karenakan nomor nya belum ter verifikasi...",2025-07-29 11:55:04,"untuk perubahan nomor juga tidak bisa, ya di karenakan nomor nya belum ter verifikasi...",neutral
Alif Senna,1,"Aneh banget ya ini aplikasi yang penting mah niat bayar,mau 1 juta dulu,mau 500 dulu mau 700 dulu aturan gapapa yang penting niat bayar,yang penting hutang bakal di lunasin,sumpah demi allah bakal gue hapus dan gue larang keluarga gue smpe 7 turunan buat pinjem di apk ini!!!",2025-07-29 11:52:38,"Aneh banget ya ini aplikasi yang penting mah niat bayar,mau 1 juta dulu,mau 500 dulu mau 700 dulu aturan gapapa yang penting niat bayar,yang penting hutang bakal di lunasin,sumpah demi allah bakal gue hapus dan gue larang keluarga gue smpe 7 turunan buat pinjem di apk ini!!!",negative
achmad gozali,3,kasih 3 bintang dulu soal mya blom nisa menik mati dana cicil nya,2025-07-29 11:51:21,kasih 3 bintang dulu soal mya blom nisa menik mati dana cicil nya,neutral
Edwin Karo Sekali,5,Mantap,2025-07-29 11:44:17,Mantap,positive
A.K.A Ipoel Chen,2,kenapa kode otp via wa untuk login tidak terkirim kirim terus,2025-07-29 11:40:58,kenapa kode otp via wa untuk login tidak terkirim kirim terus,neutral
Tison rizal,5,aman,2025-07-29 11:38:37,aman,negative
jajang wirasinga,5,"tiap tiga bulan di tawarin naik limit, tapi giliran mengajukan selalu tidak di acc, apa ini termasuk PHP ?😂😂😂",2025-07-29 11:32:30,"tiap tiga bulan di tawarin naik limit, tapi giliran mengajukan selalu tidak di acc, apa ini termasuk PHP ?",negative
aa doang,5,bagus,2025-07-29 11:32:02,bagus,positive
Aghnaita dzal Umri,5,tumben q udh nyicil kok saldo gk nambah ..,2025-07-29 11:29:20,tumben q udh nyicil kok saldo gk nambah ..,negative
Anita Oktaria,5,terima kasih kredivo,2025-07-29 11:26:44,terima kasih kredivo,positive
Adrian Ibrahim,1,aplikasi apaan ini. tagihannya suddah di suruh lunasin semua. bangkrut aplikasi nya.,2025-07-29 11:23:51,aplikasi apaan ini. tagihannya suddah di suruh lunasin semua. bangkrut aplikasi nya.,negative
Cakipin234 Ya,5,mantap,2025-07-29 11:22:18,mantap,positive
Andreas Dasilva,5,moga pendaftaran saya di setujui,2025-07-29 11:21:12,moga pendaftaran saya di setujui,neutral
Dani Dahlan,5,belum dapet pinjaman kenapa,2025-07-29 11:18:29,belum dapet pinjaman kenapa,negative
Endang Bedog,5,Okpelayananselalu amanah walau telat juga,2025-07-29 11:07:47,Okpelayananselalu amanah walau telat juga,positive
Maya Octavia,5,sangat membatu tuk modal usaha dan keprluan mendesak dan budah prosesnya trimakasi kredivo,2025-07-29 11:06:09,sangat membatu tuk modal usaha dan keprluan mendesak dan budah prosesnya trimakasi kredivo,positive
Elvira Ardiana,1,"hati"" OJK tidak sesuai dgn ketentuan..",2025-07-29 11:03:02,hati OJK tidak sesuai dgn ketentuan..,negative
Agung Prasetiyo,5,sangat memuaskan,2025-07-29 11:01:44,sangat memuaskan,positive
Nor Hamilah,5,membantu,2025-07-29 10:54:06,membantu,positive
Futri Nur Fadilah,5,cepat proses peminjamannya,2025-07-29 10:47:55,cepat proses peminjamannya,negative
Wanda Tirsa,5,mantap👍🙏,2025-07-29 10:47:30,mantap,positive
Rio Rusdillah,5,sangat membantu,2025-07-29 10:31:30,sangat membantu,positive
Bahran Jungkal,1,susah daftar diaplikasi ini sdah beberapa kali coba tetap gagal,2025-07-29 10:21:58,susah daftar diaplikasi ini sdah beberapa kali coba tetap gagal,negative
Rafeliane Yulita Maria Margaretha,5,terimakasih KREDIVO❤️,2025-07-29 10:21:17,terimakasih KREDIVO,neutral
Jumadi a,5,mantap,2025-07-29 10:18:08,mantap,positive
Moh Mahfud,5,mantap sih,2025-07-29 10:15:41,mantap sih,positive
Rahma Sarita,5,sangat membantu,2025-07-29 10:12:25,sangat membantu,positive
Siti Hajar,5,bagus dan cepat,2025-07-29 10:09:26,bagus dan cepat,positive
Akun Baru,5,"Kredivo , terbaik , aman terpercaya dan satset",2025-07-29 10:08:11,"Kredivo , terbaik , aman terpercaya dan satset",positive
GOLAQ CHANNEL,2,"Data saya diperbaharui di ojk masih ada tunggakan pokok dan bunga, padahal penggunaan paylater sudah dilunasi, di app kredivo tidak ada tagihan. ini sengaja atau permainan, biar nama saya tetap jelek di Perbankan/ OJK.",2025-07-29 10:04:14,"Data saya diperbaharui di ojk masih ada tunggakan pokok dan bunga, padahal penggunaan paylater sudah dilunasi, di app kredivo tidak ada tagihan. ini sengaja atau permainan, biar nama saya tetap jelek di Perbankan OJK.",negative
Dedy Liemena,5,semoga ok,2025-07-29 09:53:26,semoga ok,neutral
Akhmad Habibi,5,membantu disaat dibutuhkan,2025-07-29 09:52:33,membantu disaat dibutuhkan,positive
Kobar Anik,5,semoga dapat pinjaman,2025-07-29 09:51:35,semoga dapat pinjaman,positive
Wi Dodo,5,rekomendasi banget. lebih bagus kalo bisa upgrade kenaikan limit dan score kredit,2025-07-29 09:44:55,rekomendasi banget. lebih bagus kalo bisa upgrade kenaikan limit dan score kredit,positive
Ivana Rgr,5,bisa beli barang tanpa bunga 👍👍👍👍,2025-07-29 09:44:08,bisa beli barang tanpa bunga,positive
achmadrevo bawoel,5,Sangat bagus,2025-07-29 09:39:07,Sangat bagus,positive
Fitri Yuliani,5,kredivo sangat membantu dan sgt bgs,2025-07-29 09:36:06,kredivo sangat membantu dan sgt bgs,positive
muhamad yuda prasetia,5,the best,2025-07-29 09:35:34,the best,positive
Heri Tarwoso,5,bagus josss 👍👍👍,2025-07-29 09:32:31,bagus josss,positive
453p Abee,5,ok,2025-07-29 09:32:27,ok,negative
TIGA DARA HARAMAIN,1,sudah lunas g bisa minjem lagi.. payah,2025-07-29 09:31:23,sudah lunas g bisa minjem lagi.. payah,negative
Amar Hidayat,5,kredivo sangat membantu sekali masyarakat.. upayakan nominal pinjaman dibesarkan setelah dilakukan verifikasi,2025-07-29 09:30:30,kredivo sangat membantu sekali masyarakat.. upayakan nominal pinjaman dibesarkan setelah dilakukan verifikasi,positive
Boni Sahin,5,terima kasih kredivo selalu membantu saya di saat keadaan tidak punya duit,2025-07-29 09:17:25,terima kasih kredivo selalu membantu saya di saat keadaan tidak punya duit,positive
Tri Tiyas,5,banyak promonya :),2025-07-29 09:14:13,banyak promonya,positive
Angela Marichi,5,mudah dn cepat,2025-07-29 09:09:52,mudah dn cepat,positive
Ipan Supandy,2,Parah bunga nya pinjem 1000 ganti nya klo 6 buln bisa smpe 1.3 kebanyak nyatut kalo bisa admin nya jgan 6% saya kan udh lama masa kga ada potongan2 diskon mana kaga diskon terus pertama saya beli di Indomaret /Alfa kga diskon..payah cara nya kga jlas,2025-07-29 09:04:40,Parah bunga nya pinjem 1000 ganti nya klo 6 buln bisa smpe 1.3 kebanyak nyatut kalo bisa admin nya jgan 6 saya kan udh lama masa kga ada potongan2 diskon mana kaga diskon terus pertama saya beli di Indomaret Alfa kga diskon..payah cara nya kga jlas,negative
Kenaya Dean,5,sangat...sangat memuaskan pakai aplikasi kredivo serta sangat membantu dlm keadaan darurat,2025-07-29 09:03:04,sangat...sangat memuaskan pakai aplikasi kredivo serta sangat membantu dlm keadaan darurat,positive
Roni Asroni,4,sangat membantu sekali,2025-07-29 09:02:11,sangat membantu sekali,positive
Didik Wahyudi,5,sangat cepat responnya,2025-07-29 09:01:48,sangat cepat responnya,positive
Iis Laelah,5,Good,2025-07-29 08:55:02,Good,positive
Fanda Terok,5,pelayanan salesnya sangat baik.. salut kedepan Kredivo semakin maju,2025-07-29 08:50:33,pelayanan salesnya sangat baik.. salut kedepan Kredivo semakin maju,positive
Intan Larasativa,5,bagus,2025-07-29 08:48:45,bagus,positive
Febri Yanti,5,the best pokoknya,2025-07-29 08:47:01,the best pokoknya,positive
Memey RR,5,"Aplikasi yg sangat membantu. Banyak promo, banyak point & banyak cashback. Banyak untungnya dehh",2025-07-29 08:46:56,"Aplikasi yg sangat membantu. Banyak promo, banyak point banyak cashback. Banyak untungnya dehh",positive
Muhamad ramdani,5,good job,2025-07-29 08:45:31,good job,positive
Harmadan L,5,Lebih mudah dan nga ribet,2025-07-29 08:43:57,Lebih mudah dan nga ribet,positive
Kamelia,5,bagus cuman belum bisa ajukan lg pinjaman kreditflazz,2025-07-29 08:39:40,bagus cuman belum bisa ajukan lg pinjaman kreditflazz,negative
Dharma Pandu,5,fiturnya banyak dan lebih lengkap,2025-07-29 08:36:41,fiturnya banyak dan lebih lengkap,positive
anwar suhartono,5,kenapa kredivo saya gak bisa di buka ???,2025-07-29 08:28:37,kenapa kredivo saya gak bisa di buka ???,negative
rudi sucipto,5,mantab,2025-07-29 08:26:15,mantab,positive
TEDDY SOE,5,"Pencairan Sangat Cepat Sekali, Smoga KREDIVO Semakin Sukses & AMANAH",2025-07-29 08:25:20,"Pencairan Sangat Cepat Sekali, Smoga KREDIVO Semakin Sukses AMANAH",positive
ida royani,5,oke.,2025-07-29 08:24:39,oke.,negative
Setya Hendrawan,5,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,2025-07-29 08:23:36,,ERROR
Febri tri Pamungkas,5,mantap,2025-07-29 08:21:25,mantap,positive
Dina Sugianti,5,fiturnya lengkap,2025-07-29 08:21:16,fiturnya lengkap,positive
Noer Ck,5,sangat membantu sekali,2025-07-29 08:16:11,sangat membantu sekali,positive
Neng Wulan,5,Mantap,2025-07-29 08:15:15,Mantap,positive
Safar Safruddin,5,kredivo cepat dan bunga ringan,2025-07-29 08:08:32,kredivo cepat dan bunga ringan,positive
Sallim Alim,5,bagus sekali... lancar jaya.. pernah pinjam dana lancar pembayaran nya.. skrng Tidak bisa pinjam lagi..,2025-07-29 08:08:16,bagus sekali... lancar jaya.. pernah pinjam dana lancar pembayaran nya.. skrng Tidak bisa pinjam lagi..,positive
Ekiduwi saputra,5,mantul pokonya,2025-07-29 08:05:35,mantul pokonya,positive
fauzan ade,5,mantap,2025-07-29 08:04:18,mantap,positive
Arvino Nazril,5,terima kasih kredivo sangat membantu keluarga,2025-07-29 07:58:24,terima kasih kredivo sangat membantu keluarga,positive
Vino Vel,5,terbaik,2025-07-29 07:56:15,terbaik,positive
Agus Sofian,5,applikaasi recomended,2025-07-29 07:50:27,applikaasi recomended,positive
Aries Junaidi,5,"tetap amanah dan terus tingkatka, terima kasih telah bekerja sama dengan kami dan mempercayai kami dalam usaha pinjam-meminjam good luck kredivo",2025-07-29 07:49:56,"tetap amanah dan terus tingkatka, terima kasih telah bekerja sama dengan kami dan mempercayai kami dalam usaha pinjammeminjam good luck kredivo",positive
Riyanarif Subarkah,1,bapak ibu yang terhormat tolong hapus akun saya secara permanen.. karena saya tidak menggunakan akun ini,2025-07-29 07:49:16,bapak ibu yang terhormat tolong hapus akun saya secara permanen.. karena saya tidak menggunakan akun ini,neutral
panji ananta,5,saya masih setia ngasi bintang lima buat Aplikasi ini. karena sangat membantu saat diperlukan sukses terus Kredivo 👍👍👍,2025-07-29 07:47:58,saya masih setia ngasi bintang lima buat Aplikasi ini. karena sangat membantu saat diperlukan sukses terus Kredivo,positive
asep harianto,5,"keren aplikasi kredivo, transparan, sangat membantu pokok e",2025-07-29 07:46:32,"keren aplikasi kredivo, transparan, sangat membantu pokok e",positive
Mawardi,5,kredivo okey,2025-07-29 07:43:30,kredivo okey,positive
Nur Khalifah,5,aplikasi bagus dan sangat membantu,2025-07-29 07:42:50,aplikasi bagus dan sangat membantu,positive
Miftakhul Al farizi,3,"untuk keamanan yang terjadi pagi ini saya nilai untuk kredivo kurang aman , akun baru saja kebobol , dan ada transaksi baru . padahal saya tidak melakukan transaksi tersebut",2025-07-29 07:41:45,"untuk keamanan yang terjadi pagi ini saya nilai untuk kredivo kurang aman , akun baru saja kebobol , dan ada transaksi baru . padahal saya tidak melakukan transaksi tersebut",negative
yuni wati,5,sangat membantu buat yg usaha tmksh kredivo sukses selalu.🙏🙏😊,2025-07-29 07:37:25,sangat membantu buat yg usaha tmksh kredivo sukses selalu.,positive
Sirinidaa Taufik,5,mntap,2025-07-29 07:34:50,mntap,negative
Elmizar Rezaky,1,tidak bisa mengajukan lagi padahal udah gapernah minjem minjem lagi,2025-07-29 07:31:56,tidak bisa mengajukan lagi padahal udah gapernah minjem minjem lagi,negative
Ali Rahman,5,sangat membantu sekali,2025-07-29 07:30:03,sangat membantu sekali,positive
Kwok Vie liang,5,pinjam n cicil cepat dengan kredivo,2025-07-29 07:19:02,pinjam n cicil cepat dengan kredivo,positive
Kiona Zea,5,kredivo untuk pengajuannya cukup mudah dan dapt membantu keuangan saya.,2025-07-29 06:59:59,kredivo untuk pengajuannya cukup mudah dan dapt membantu keuangan saya.,positive
Vinvin Talk,5,"membantu saat butuh dana urgent, semoga limitnya bisa naik",2025-07-29 06:59:33,"membantu saat butuh dana urgent, semoga limitnya bisa naik",positive
Dhedhey Family,5,alhamdulillah terbantu dan ringan,2025-07-29 06:48:23,alhamdulillah terbantu dan ringan,positive
Ellya Artati,5,"Mantap , terima kasih kredivo sudah memberi kepercayaan dan kemudahan dalam saya bertransaksi di merchant",2025-07-29 06:46:08,"Mantap , terima kasih kredivo sudah memberi kepercayaan dan kemudahan dalam saya bertransaksi di merchant",positive
Sulistia Ningrum,5,"pengajuannya gampang,cocok banget buat yg butuh dana cepat krna cairnya ngak nunggu 1menit udh msk",2025-07-29 06:33:22,"pengajuannya gampang,cocok banget buat yg butuh dana cepat krna cairnya ngak nunggu 1menit udh msk",positive
Nur Wakhid Romdoni,3,Menjadi alternatif pilihan pada saat dikuatkan oleh-NYA,2025-07-29 06:30:20,Menjadi alternatif pilihan pada saat dikuatkan olehNYA,positive
Andri Hermawan,5,mantabbb,2025-07-29 06:21:36,mantabbb,positive
Risma Maa,5,sangat mdmbangu,2025-07-29 06:20:10,sangat mdmbangu,negative
Mamayoba Music,1,jelek,2025-07-29 06:19:56,jelek,negative
Ludah pinang,5,terbaik,2025-07-29 06:18:31,terbaik,positive
dede Iqbal,5,kredivo yang terbaik,2025-07-29 05:50:55,kredivo yang terbaik,positive
Randi Saputra,5,puas setelah berbulan2 ahirnya skor A dan otomatis limit bisa dipake dgn berbagai kebutuhan smoga nanti liminya jg ikut naik.,2025-07-29 05:47:38,puas setelah berbulan2 ahirnya skor A dan otomatis limit bisa dipake dgn berbagai kebutuhan smoga nanti liminya jg ikut naik.,positive
andiaka ferry,5,membantu disaat mendesak dan proses mudah,2025-07-29 05:46:49,membantu disaat mendesak dan proses mudah,positive
daber 88,5,terbaik,2025-07-29 05:34:35,terbaik,positive
Neng Patimah,5,maksih kredivo krna Skrang bisa mengajukan lagi pinjaman 🤩 walaupun bunganya lumayan gede sihhh,2025-07-29 05:25:28,maksih kredivo krna Skrang bisa mengajukan lagi pinjaman walaupun bunganya lumayan gede sihhh,positive
hafis alfa,5,trimakasih kredivo,2025-07-29 05:19:25,trimakasih kredivo,positive
Een Enawati,5,biar bintang yang berbicara,2025-07-29 04:56:34,biar bintang yang berbicara,neutral
Angga Mahesa,5,gak pernah berhasil,2025-07-29 04:52:33,gak pernah berhasil,negative
Ahmad Saifudin,5,alhamdulilah sangat membantu,2025-07-29 04:42:52,alhamdulilah sangat membantu,positive
Zoel Karnaen,5,"ini aplikasi is the best, sangat membantu sekali succes slalu KREDIVO",2025-07-29 04:38:45,"ini aplikasi is the best, sangat membantu sekali succes slalu KREDIVO",positive
PRODUKSI FILM HOROR,3,Mohon untuk Pinjaman Tunai Kredifazz diatas 1 juta tenor pinjamannya bisa 12 bulan (1 tahun) dan untuk Pinjaman diatas 5 juta tenor pinjamannya bisa 24 bulan (2 tahun) supaya pengguna bisa ringan mencicil tiap bulannya! Terima kasih dan semoga pihak Kredivo bisa memperpanjang tenor pinjamannya 🙏,2025-07-29 02:48:12,Mohon untuk Pinjaman Tunai Kredifazz diatas 1 juta tenor pinjamannya bisa 12 bulan 1 tahun dan untuk Pinjaman diatas 5 juta tenor pinjamannya bisa 24 bulan 2 tahun supaya pengguna bisa ringan mencicil tiap bulannya! Terima kasih dan semoga pihak Kredivo bisa memperpanjang tenor pinjamannya,neutral
SAUDUR SIANTURI,5,"sangat membantu, cicilan murah dan bunga terjangkau",2025-07-29 02:39:13,"sangat membantu, cicilan murah dan bunga terjangkau",positive
Supyandi B Dik Dik,4,"Lumayan membantu, dan bunganya lebih rendah dari pinjol yang lain.",2025-07-29 02:36:09,"Lumayan membantu, dan bunganya lebih rendah dari pinjol yang lain.",positive
Hidayat Syarief,5,mantapp,2025-07-29 02:30:53,mantapp,positive
japle barter,3,"punya limit tapi tidak bisa dipakai nyicil barang padahal lagi butuh, terus buat apa limitnya",2025-07-29 01:41:37,"punya limit tapi tidak bisa dipakai nyicil barang padahal lagi butuh, terus buat apa limitnya",negative
zahra andini,5,sangat membantu sekali,2025-07-29 01:19:53,sangat membantu sekali,positive
