userName,score,content,at
Satria Kencana,2,nelpon terus buat promo jadi risih,2025-07-26 18:59:01
Mahdi Doang,5,bagusssss,2025-07-26 18:55:51
Fattahillah Ziqkri,5,sangat membantu,2025-07-26 18:54:57
Putra Minang,4,"baru coba, mudah2an bisa, tambah bintanya",2025-07-26 18:50:17
Bang Kodel,5,baik,2025-07-26 18:46:30
Ayu Diana,4,semoga d acc,2025-07-26 18:39:40
Himura Kensin,5,semoga pinjaman saya segera di cairkan,2025-07-26 18:34:51
arhy Dhecoalan,5,baik,2025-07-26 18:30:57
Rivan Fauzi,5,semoga dipermudahkan pengajuan acc..,2025-07-26 18:29:07
Baim Tea,5,sangat membantu perekonomian saya.maksih,2025-07-26 18:16:58
adiman sapsuha,1,bagus,2025-07-26 18:03:52
Riskon Riskon,5,bagus.. proses cepat👍,2025-07-26 18:00:15
Estevin Mumba,5,Indodana bagus dan aman,2025-07-26 17:59:47
Angky Benu,5,sangat membantu,2025-07-26 17:47:59
Blati Karat86,5,ok juga,2025-07-26 17:36:20
Ibuk Ugah,5,semoga disetujui,2025-07-26 17:30:34
Suyanto Anto,4,pinjam,2025-07-26 17:24:47
Saepul Rohman,5,"sengaja gua taro bintang lima biar keliatan paling atas, kaya yang bener aja dari segi pengajuan kaya meyakinkan berlama lama eh Ahir nya di tolak, buat indodana tolong jangan apa apakan data pribadi saya,kalo ada teror dari sepihak saya tidak akan bertanggung jawab",2025-07-26 17:20:13
Raden Adipati Afandi,5,mantap,2025-07-26 17:16:33
Pudji Warsito,5,semoga pinjanan perdana saya di ACC,2025-07-26 17:12:12
muspa kristalianto,5,Mudah digunakan dan sangat membantu utk kebutuhan yg urgen,2025-07-26 17:11:28
singkit Jih,1,blokir akun ku....... layanan tdk memuaskan!!!!!!!!!!!!!!,2025-07-26 16:52:43
Bravo Bravo,4,acc dong,2025-07-26 16:51:23
Kartini Kartini,5,bismillah semoga diacc soalnya butuh banget,2025-07-26 16:40:05
Aseso L GAMERS,5,baguss,2025-07-26 16:37:32
Yuamrizal honda,1,izin coba ajukan,2025-07-26 16:36:16
Yudha Mirzapristiyono,4,baik,2025-07-26 16:29:17
Ando Zahansas,5,"pengisian data formulir sangat mudah di mengerti,sehingga saya bisa mengisi semua data dengan mudah sesuai dalam data diri saya,ini pinjaman pertama saya di online,mudah""an di ACC buat biaya sekolah anak saya",2025-07-26 16:28:10
Otar Riar,5,sangat bagus,2025-07-26 16:06:09
Agin Cinema,5,proses data mudah,2025-07-26 16:03:58
Wanda Putra,2,tolong ya cs indodana jangn spam/paksa orang untuk menjadi nasabah anda. saya merasa terganggu hampir setiap hari pagi siang sore malam selalu tlpn saya terus. KLW masih tlpn ke nomor saaya. saya akan laporkan ke OJK. karna sudah spam/memaksa orang/sudah mengggu orang secara sengaja.,2025-07-26 16:01:36
Ichand Gondank,1,Setiap hari ditelpon oleh Bot. Sungguh sangat menggangu. Bagaimana caranya agar saya tidak dihubungi lagi?,2025-07-26 15:49:02
taopik rahmat,5,👍👍,2025-07-26 15:33:24
Wandi Ramdani,5,okey,2025-07-26 15:32:59
Cecep Gorbachev Prevoost (Jack),2,bolak balik di tolak terus mulai 3 tahun lalu,2025-07-26 15:32:20
Eko Novianto,5,🤗,2025-07-26 15:24:08
Tio Karim,3,blm tau acc apa tdk. ini klau acc akun tambah lg bintang y,2025-07-26 15:20:08
tia mutiara purwanti,1,mau isi data secara akurat gimana ga ada plafon yg hrs d isi GJ bgt,2025-07-26 15:10:49
Suhendar Dor,5,wah aplikasi nya bagus di arahkan juga oleh aplikasi nya kereen bgt,2025-07-26 15:05:30
Raka Raditya,5,"dftr nya mudah,semoga dpt limit besar dn dstujui pnjmn nya insyaallah amanah",2025-07-26 14:38:11
Arka Hamzah,3,"baru daftar,kalau di ACC tambah 2 lagi bintang nya",2025-07-26 14:30:25
Infinix Smart 8,5,semoga di ACC ya,2025-07-26 14:22:47
Laras Anisnurbaety,5,pinjaman mudah,2025-07-26 14:15:26
Samuel Oweng,3,kasih 3 dulu yah...kalau cair ku ganti 5,2025-07-26 14:13:58
Cindy WH,5,sangat membantu,2025-07-26 14:10:11
Wira Harya,5,SEMOGA BERMANFAAT. DITUNGGU MANFAATNYA. TERIMAKASIH,2025-07-26 14:04:20
Agus Susanto,5,good,2025-07-26 14:01:19
Alief Hidayatullah,5,ok,2025-07-26 13:57:30
Elisyah Sisi,1,"males pelit,, limit ada ga bisa dipakai",2025-07-26 13:48:51
Iwan irawan,5,ok,2025-07-26 13:41:52
monkey monkey,5,mantap,2025-07-26 13:35:18
Ahmad Sofiyan,5,mantap,2025-07-26 13:28:37
Juanda Kusuma,5,membantu sekali,2025-07-26 13:27:09
Bima Alif Pratama,5,sangat baik,2025-07-26 13:15:51
yoyo sunarya,5,mantap,2025-07-26 13:00:50
Feri,5,moga cair,2025-07-26 12:49:34
ainigunawan Nahwa,5,ok,2025-07-26 12:41:35
Harya Juliansyah,5,Sangat membantu sekali dan cicilannya murah,2025-07-26 12:38:20
Agustin Agus,5,semoga pinjaman di permudah dan kedepannya semakin lebih baik LG untuk indo dana,2025-07-26 12:32:25
Iis kurnaeli,1,Ega pernah telat byr tiba2 diblokir2in semua,2025-07-26 12:21:15
Bang Rully,5,"mudah""n bisa d bantu",2025-07-26 12:18:32
Rosdianto Anto,5,Tinggal isi data pribadi setalah itu tinggal tunggu acc,2025-07-26 12:17:41
Pudin Antavani,1,"ga pernah telat tapi limit di nonaktifkan, ANEH!",2025-07-26 12:17:01
Rio Wicaksono,5,Mudah-mudahan di acc,2025-07-26 12:15:34
mas kun,3,belum merasakan fungsi aplikasi ini,2025-07-26 12:15:07
Andre Evos,4,lumayan cepat,2025-07-26 12:10:26
whatsappmama 01,5,cepet sekali pencairannya,2025-07-26 12:09:36
Iman Nur,5,sangat cepat,2025-07-26 12:06:13
Nanda Batandos,5,oke laa,2025-07-26 12:04:23
David aja,5,indodana kren bgt semoga sukse yah indodana.,2025-07-26 12:02:10
Iip Saripah,5,sangat membantu,2025-07-26 11:43:26
Suhendra Hendra,4,walaupun Lom di cb pinjaman SMG saling amanah,2025-07-26 11:38:01
Nayla Kirana,4,untuk peripikasi bagus cepat ..,2025-07-26 11:30:56
Dimas Harahap,5,semoga pengajuan saya di terima,2025-07-26 11:29:33
ghani satari,5,semoga di acc,2025-07-26 11:21:27
Ardian Rianto,5,ok,2025-07-26 11:19:17
Mas Rofik,4,saya sudah mengajukan 2 kali selalu ditolak kenapa,2025-07-26 11:18:30
Anggiat Nainggolan,5,good,2025-07-26 11:16:34
Alldo Yudha,1,udH nunggu lama lama di tolak!,2025-07-26 10:58:31
Anwar Wae,3,blm acc,2025-07-26 10:57:51
Muhammad Alfiansyah,2,bagus semua buat anak muda yg butuh buat bayar kuliah,2025-07-26 10:55:09
Nuhung Dgnai,5,bagus,2025-07-26 10:50:51
Zak editz,5,Pendaftaran nya simple,2025-07-26 10:39:42
Arya Nurohman2747,5,ok,2025-07-26 10:35:23
Rivan Aja,5,baru mencoba,2025-07-26 10:24:04
Evy Arista,5,mantap dan rekomended,2025-07-26 10:11:46
Karyadi Doank,5,rekomended ....apk ini mudah ga ribet terima kasih indodana,2025-07-26 10:10:44
Syufiati,5,semoga dipermudah,2025-07-26 10:02:06
Indra Wujayanti,5,sangat membantu bila butuh modal buat usaha,2025-07-26 10:01:58
Nurwiriawan 2006,5,permudah pencairan pinjaman nya,2025-07-26 09:58:37
Azis Hong,5,aplikasi yg bagus dan mudah,2025-07-26 09:06:56
Wandi Bastian Silalahi,5,baik,2025-07-26 09:02:39
Lisra Wati,5,lisrawati MUDAHAN2 DIACC,2025-07-26 08:56:44
heru prasetiyo,1,"saya mau blokir akun tpi TDK bisa saya tidak bertanggung jwb KLO terjadi sesuatu,saya mau mengajukan pinjaman tpi di tolak w kali, jdi saya mau blokir akun",2025-07-26 08:55:41
anakore mega21,1,oke,2025-07-26 08:32:12
Pengguna Google,5,baru mau mencoba semoga berhasil dan tenor panjang,2025-07-26 08:19:45
siti imama,5,pendaftaran mudah dan cepat,2025-07-26 08:19:14
Susan Susanti,4,saya sudah unistal mohon untuk akun saya di hapuskan karna saya tidak jadi meminjam di tgl 26 juli saya menghapus akun saya terima kasih,2025-07-26 08:17:31
Feri Budiono,3,3 dulu kalo lolos nambah,2025-07-26 08:12:59
Accili Mamma,5,keren,2025-07-26 08:11:48
Fian Firmansyah,5,sangaat bagus sekali 👌,2025-07-26 07:20:52
DHA NING,5,mantap,2025-07-26 07:20:44
HERYANTO HAKAT,5,aplikasi rekomendasi yang bisa d percaya,2025-07-26 07:09:44
abdullah minang,5,terbaik,2025-07-26 06:39:43
Benny Putra,5,mantap bah. cicilan ringan.,2025-07-26 06:39:10
Yus Darliah,5,bagussss,2025-07-26 06:35:55
New Nur,4,mudah di pahami dan semoga bermanfaat untuk orang yang membutuhkan dana darurat di kemudian hari,2025-07-26 05:58:16
Eppi Marlina,5,pengajuan2 sekarang lama y,2025-07-26 05:54:52
Keishaurel Love,5,ok sangat membantu,2025-07-26 05:45:54
Wahyu Setiawan,4,4 dulu klo di ACC di kasih 5. dan jika tidak di ACC jangn salahgunakan Data Saya. jika data saya di salahgunakan akan saya tindak lanjut secara hukum,2025-07-26 05:45:18
Mah Kurnaedi,3,3bintang dulu krna blum berhasil pengajuan,2025-07-26 05:35:43
Natalia Dwi Kharisma,5,sedang mencoba.. mudah²an okeee..,2025-07-26 05:01:29
Hezekyel Silalahi,5,good,2025-07-26 04:01:31
Reskianto Reski,5,mntap,2025-07-26 03:44:32
Nael Siahaan,5,mantapppp,2025-07-26 03:31:26
Dede Maulana,5,mantep,2025-07-26 03:13:32
Bilal Mustopa,5,pliss,2025-07-26 02:44:31
Muhammad Mulyadi,5,"Semoga indodana sukses selalu, biar lebih banyak lagi membantu masyarakat indonesia.. Buat semuanya buruan di japri indodana Gak bakalan rugi de",2025-07-26 02:30:40
faris Z12,5,makasih ya pak buu,2025-07-26 01:50:34
Qiara Gilsha,5,ok mantap,2025-07-26 00:55:14
Nada Nadiva Chomell (Nada),1,"thun brpa aku ga inget.baru daftar dapet limit 500rb tp ga aku ajuin pinjaman atau di pake utk byr apapun tiba"" di limit tidak aktif. sangat mengecewakan.",2025-07-26 00:23:00
lisa Anisa,1,"aku ora sido nyileh neng kene, awas yo nek dataku di apak apak no. verifikasi wajah wae kok muteri sue men. aku tak uninstall apk Iki. awas wae dataku di salah gunakno 😡😡😡😡😡😡😡",2025-07-26 00:22:41
andrei vino,4,ok,2025-07-26 00:10:16
Muhammad Yusuf,1,aplikasi babi di tolak melulu,2025-07-26 00:06:28
Siti Castina,5,kereen bgt,2025-07-26 00:00:55
Seno,5,moga dengan Saya mengajukan pinjaman ini berhasil,2025-07-25 23:58:17
Nny Lsnwtyy,5,sangat membantu,2025-07-25 23:45:47
m mukmin,5,semoga amanah dan lancar butuh dana cepat ya di indodana finance,2025-07-25 23:44:02
Ulfah Iklima,5,Semoga Di Acc,2025-07-25 23:40:25
Agus Sarmono,5,semoga bermanfaat bagi banyak orang,2025-07-25 23:37:39
Kohar Komarudin,5,keren dan bagus ramah,2025-07-25 23:23:18
Ajhon Delon,5,trimakasi aplikasi indo dana yng suda menawarkan dana lancar dan jaya selalu 👏🙏😇,2025-07-25 23:19:34
Tenti Ulandari,5,semoga bisa pencairan,2025-07-25 23:15:30
Tiara Kirana,3,bagus,2025-07-25 23:15:02
Sidiq 123,5,mantap,2025-07-25 23:14:01
Doni Pradana,1,tolong data saya jangan digunakan untuk yang tidak tidak karena pinjaman saya tidak jadi 25-07-2025,2025-07-25 23:10:05
Jepri Gitaris,3,"Tolong Jaga data saya, Karna saya belum mengajukan pinjaman Di indodana 0.1% Pun, Apa bila terjadi yang tak terduga akan saya laporkan Ke pihak berwajib dan OJK.. 25 Juli 2025",2025-07-25 23:03:18
Nursuprayogi i,1,bagus,2025-07-25 22:52:33
Putri Pratiwi,4,bagus respon cepat,2025-07-25 22:52:06
Caca Heriawan,5,aplikasinya sangat membantu sayah suka,2025-07-25 22:51:37
Puji Rubiyana,5,mudah dan cepat,2025-07-25 22:46:16
Marcos Alengka,1,kecewa cuman mau ambil data saja ya saya atas nama koswara saya uninstal setiap Poto KTP d tolak trus padahal udah jelas banget Poto nya tapi gagal trus alesan nya ga kebaca aneh saya ga bertanggung jawab KLO data saya d salah gunakan hari ini mau saya Hapus apk nya,2025-07-25 22:45:05
Muhamad Rehan,4,mantap saya sangat puas,2025-07-25 22:40:57
surga dunia,3,saya kasih penilai 3 dlu.karna blum di acc,2025-07-25 22:40:29
Hans Kurniawan,5,semoga acc,2025-07-25 22:40:06
Yus Nani,5,selalu menjaga kerasiaan data nasabah. dan semoga disetujui pengajuann saya. dan lebih dilonggarkan,2025-07-25 22:31:16
ruly 26,5,ganteng Bana Diak,2025-07-25 22:31:15
Wini Silviana,1,upload foto gagal terus padahal ga burem,2025-07-25 22:30:40
Kristiani Telaumbanua,5,semoga lancar,2025-07-25 22:25:54
Putri Emran,5,mantap,2025-07-25 22:19:33
Yudi Rohiman,5,indodana adalah bantuan yg sangat membantu sekali masyarakat kecil untuk mensejahterakn masyrakat indonesia,2025-07-25 22:03:43
Ardi muhammad Rahmadi,5,sangat bagus,2025-07-25 22:03:39
Rosa Anjani,4,syarat mudah dan banyak penawaran,2025-07-25 21:52:20
Ramlan 19,4,semoga di prosses lagi butuh buat biayaya persalinan,2025-07-25 21:48:33
Aris Hidayatullah,1,cara pengaktifkan bagaimama ?,2025-07-25 21:46:19
Surya Asri,3,mudah cepat .dicairkaan,2025-07-25 21:33:36
Ane Prans,4,bintang 4 dulu,2025-07-25 21:31:19
Harianti Anti,5,baiiik. semoga saja terbantu dengan adanya indodana finance ini,2025-07-25 21:26:20
Komarudin,5,dana cepst,2025-07-25 21:18:04
agus budhi,1,"cukup bagus aplikasinya, mempermudah saya dalam segala hal terutama perjalanan saya dari jawa ke kalimantan atau sebaliknya🙏🙏🙏(paylater limit bisa hilang sendiri)",2025-07-25 21:07:12
indra indradinata,5,semoga di acc,2025-07-25 21:03:07
Ade Ramlan,5,semoga bermanfaat bagi yang membutuhkan,2025-07-25 20:51:30
nor khair,1,aplikasi pinjol paling lawak wajib isi alamat perusahaan🤣,2025-07-25 20:44:58
kriibo rastafara,5,mantao,2025-07-25 20:42:46
Rita Nigsih,5,mantap katanyaaa,2025-07-25 20:38:36
Ahmad Sholeh,1,Mantap,2025-07-25 20:35:25
Endang Herlia,4,baik,2025-07-25 20:34:07
Ahmad Bae,5,sukses,2025-07-25 20:28:25
Nia Haniya,5,mantap,2025-07-25 20:24:47
Feri Yansah,5,indo dana jooos pokokny,2025-07-25 20:23:15
Yeyen Putri,5,"cairkan lah Bos, saya juga Butuh untuk modal Usaha",2025-07-25 20:12:45
Yusuf Alfian,1,buruk bayar gak pernah telat malah limit dibekukan,2025-07-25 19:41:34
Abdul Rozak Rasydin,5,semoga ACC,2025-07-25 19:24:47
Dhanuahmad Dhanuahmad,5,sangat membantu,2025-07-25 19:06:29
Arief komarudin,1,"saya kasih bintang 1 karena pengajuan langsung di tolak. dulu dapat SMS saya ikutin saran download, isi data pengajuan di tolak",2025-07-25 19:06:06
smazzr,5,acc lah,2025-07-25 19:00:21
Epeng Croozz,5,bagus membantu,2025-07-25 18:23:44
agus s,5,"Sangat membantu sekali saat ada kebutuhan mendadak , terimakasih indodana 🙏🙏",2025-07-25 18:16:04
ENDANG Gandung (Gondangdialah),4,bintang dulu klau di ACC kasih bintang nya lagi,2025-07-25 18:14:48
Khaifa Nadin,5,baru daftar smoga ACC dan membantu,2025-07-25 18:14:14
Ikhwan,1,Nelfonin mulu ... muak,2025-07-25 18:12:39
Dexler234 Gaduk,2,pengajuan saya salalu ditolak ..,2025-07-25 18:03:19
kelurga kecil di jakarta,5,lumayan buat bantu buat cicilan membantu banget buat kita yg butuh dana darurat apa lgi ada tiket paylater nya sangat terbantu sekali kita bisa nyicil maksih dana aplikasih di recommended banget asal kita bayar tepat waktu dan tidak meleset.🙏,2025-07-25 17:59:24
Alfariji Aja,4,"pendaftaran yang sangat mudah, semoga dii ACC pengajuan saya",2025-07-25 17:58:56
Gareng 10,4,kasih bintang 4 dulu.ini baru nyoba mengajukan.belum bisa komen banyak,2025-07-25 17:44:03
Lajoni Rumbia Lajoni Rumbia,5,sangat membantu sekali,2025-07-25 17:37:29
Kurniasih 15,5,semoga sy d acc,2025-07-25 17:36:08
Fuat Hasan,5,oke bagus,2025-07-25 17:08:18
Ghani Abdull,3,masih dalam proses,2025-07-25 16:56:04
Yoesoef Sunardi,5,bagus,2025-07-25 16:55:02
Mahebbas 25,1,"baru mencoba. biasa ditolak mulu, mudah2han skrng disetujui",2025-07-25 16:53:19
Sudi Sudi,5,bagusss,2025-07-25 16:43:39
Masykur Achmad,5,sementara bagus. ..sangat membantu kenapa pengambilan ke 2 bunga berubah yg awal 1218 yg kedua 1269,2025-07-25 16:41:10
Dedinisa Dednis,5,oke,2025-07-25 16:41:05
Asmiati Asmiati,5,pinjaman saya selalu ditolak,2025-07-25 16:38:02
Firmansyah 01,5,Indodana sangat membantu dan bagus,2025-07-25 16:36:23
Kodel Nda,5,Sangat bagus,2025-07-25 16:28:42
Idafarida Ida,5,cairan dana sya ya ibu/bapak,2025-07-25 16:25:46
anindiya putri,5,cepat proses gak lama,2025-07-25 16:20:50
Akhdan Aufa,5,semoga keacc,2025-07-25 16:05:41
amirulloh 96,2,jatuh tempo masih kurang 3hari sudah di TLP lebih dari 50 kali,2025-07-25 15:53:44
Mei Setiabudi,5,ok,2025-07-25 15:44:52
Supri Yadi,3,semoga sukses😀,2025-07-25 15:43:46
mfaris sufyan,5,proses yang sangat cepat tidak harus menunggu lama tinggal tunggu hasil pengajuan mudah mudahan saja lolos tidak seperti yang lain nunggu lama hasil di tolak trims..,2025-07-25 15:37:25
Husni Husni,1,jngn mau ketipu ni APL. pdhal saya bayar sebelum tanggal jatuh tempo pas limit sedkit. dan limit saya naik saya mau pengajuan lagi di tolak. bunga besar? akun hoax nipu,2025-07-25 15:19:04
SANDIKA DIKA,5,Alhamdulillah mudahan diterima pengajuan,2025-07-25 15:04:27
Dava Daplong,5,"Semoga aja bisa cair, ga kaya aplikasi yg lainnya",2025-07-25 14:57:53
Met Memet,4,akses mudah persyaratan mudah,2025-07-25 14:54:42
Feri irawan,5,bagus,2025-07-25 14:50:45
PROO HOOK,5,goood,2025-07-25 14:44:05
ivan bg,1,No recommend ..Ditolak terus 😇😇😇,2025-07-25 14:41:47
MIW _,5,semoga di setujui,2025-07-25 14:39:13
Jajang Prawira,2,tidak acc mulu,2025-07-25 14:24:27
Icha Dorella,5,baru saja mencoba semoga berhasil,2025-07-25 14:23:49
Wildan Firdaus,5,persyaratan dan pendaftaran mudah semoga di acc,2025-07-25 14:10:45
Joko S,3,bintang 3 dulu kalau berhasil tak kasih 5,2025-07-25 14:08:34
Cecep Suparna,5,baik,2025-07-25 14:00:25
Ghibran Zaid,4,bagus,2025-07-25 13:48:58
Sadikin Esa,1,mohon hapus data atas nama SRI WAHYUNI karna saya tidak lolos pengajuan,2025-07-25 13:42:18
Yustri Seyana,4,coba dulu,2025-07-25 13:42:12
Rudy Hartono,3,bintang tiga dulu sementara,2025-07-25 13:33:52
Agus Setiawan,5,mudah dan cepat,2025-07-25 13:13:34
Ditfal Pratama,5,cepat di acc nya,2025-07-25 13:07:19
Irfan,3,saya kasih 3 dulu soalnya belom di acc,2025-07-25 13:07:12
MAMIEK VALENTINA,5,"pinjaman online yang terbaik, gak ribet kayak pokoknya is the best",2025-07-25 13:01:48
Aris Budi,5,cepat dan mudah,2025-07-25 12:54:04
Ai Rika,4,di kasih bintang 4 dulu entar kalo di ACC aku kasih bintang 5,2025-07-25 12:46:36
Sulthonul Brilyan Ali,1,"spam telepon, sangat mengganggu sekali",2025-07-25 12:43:42
Budiman Imam,5,"Mantap, keren banget",2025-07-25 12:41:11
Aziz foos,1,gag jelas,2025-07-25 12:34:06
Almaliqi Setiawan,4,semoga membantu buat pedidikan anak2,2025-07-25 12:25:51
hi ugiii,5,mantap,2025-07-25 12:21:47
Amir Hamzah,3,coba dulu klo cepat saya tambahin bintang nya,2025-07-25 12:14:12
Moh Noh45,5,sangat keren dari pitur indodana pinjam,2025-07-25 11:30:09
Yani Ruyani,5,puas,2025-07-25 11:25:00
Azmi Chairil,4,semoga acc dulu,2025-07-25 11:01:47
budi donaldblambangan,4,bagus,2025-07-25 10:58:57
Ud Balokjaya,5,bagus sekali,2025-07-25 10:58:07
Wahyu Saputra,5,semoga bisa di bantu pinjaman saya,2025-07-25 10:51:33
Fido GavaryBaldi,5,mantap,2025-07-25 10:45:47
ari Hariyadi,5,sangat mudah,2025-07-25 10:38:38
Faris alfahrezi,4,bintang 4 dulu nanti kalau ACC tambah bintang lagi,2025-07-25 10:35:38
Yasa Mahesa,5,mantap,2025-07-25 10:32:19
Yayat sr,1,"25 agustus 2025 blokir akun, klo ada penyalah gunaan data oleh orng yg gk bertanggung jawab sya tidak tahu menau krna sudah tidak lagi gunakan aplikasi ini",2025-07-25 10:27:06
Muhamad Faizal,5,cicilan panjang dan bunga ringan,2025-07-25 10:18:58
Eka Ramdhani,2,ditolak terus,2025-07-25 10:14:51
Jae Lani,5,sangat bisa di andalkan sukses trus indodana,2025-07-25 09:51:07
Siska Ambarwati,5,mencoba semoga berhasil,2025-07-25 09:49:39
Rico Sugama,1,"tolong hapus data data saya ya, sudah beberapa kali saya mengajukan pinjaman selalu di tolak,dan apabila data data saya di app indodana ini di salah gunakan saya tidak akan segan segan melapor ke pihak yang berwajib.",2025-07-25 09:40:49
Alifsaid Alif,4,keren,2025-07-25 09:35:07
Devan Ttd,1,"gajelas apk nya selalu stuck di verifikasi photo gimana sih min, saya tidak jadi pinjam hapus data"" saya",2025-07-25 09:32:39
Iwan Iwan,1,daftarnya tidak susah,2025-07-25 09:29:34
Saniya 83,4,good,2025-07-25 09:27:28
Mihrob Saputra1290,5,sangat membantu,2025-07-25 09:14:55
Susiani Ani,3,mantab walaupun ga pernah cair pinjaman saya,2025-07-25 09:05:18
Maryana anna,1,blm tau bagus tidak nya kasih bintang 1 dulu karna blm d ACC,2025-07-25 08:53:40
Kayie Ramdhany,5,semoga dapat di acc untuk tambahan modal,2025-07-25 08:51:46
Christian Safutra,4,amanah,2025-07-25 08:44:46
Mae Syah,1,jumat tgl 25juli pengajuan tidak d acc alias di tolak,2025-07-25 08:29:46
Niluh Suniarti,5,amat sangat membantu tnpa ribet🙏,2025-07-25 08:28:31
Mutazam Mutazam,5,sangat membantu,2025-07-25 08:26:48
Imustoprak official,5,sangat puas dan membantu,2025-07-25 08:06:22
Stevy Takumansang,2,"limit saya di nonaktif kan, sangat kecewa dengan ini, padahal mau saya naik kan limit lewat belanja, karena dari orang indodana bilang di belanja kan dulu karena limit masih sedikit",2025-07-25 07:35:09
Fahmi Nasution,5,sangat membantu cm KLO bisa bunga di kurangi,2025-07-25 07:29:40
Nur Sidik,5,sngat baik fiturnya,2025-07-25 07:26:04
Yulia Dwi,5,ok,2025-07-25 07:23:14
Ahmad Taufiq,5,baru download cobaa dulu kalau bagus gk,2025-07-25 07:20:59
Edi Haryanto,5,Cepat dan Mudah,2025-07-25 07:16:50
Misbah Ululum,5,mantap,2025-07-25 07:00:34
TMBang Ical,4,kasi 4 dulu karna proses pengajuan belum tau hasil nya di setujui apa tidak,2025-07-25 06:44:18
Reza Andi,3,belum mencoba siapa tau berhasil tapi kalo gagal jangan sampai data pribadi di salah gunakan bisa saya tuntut apk ini,2025-07-25 06:33:52
Koswara Koswara,4,semoga d ACC,2025-07-25 06:02:45
Dian Rias,5,semoga di acc,2025-07-25 06:02:38
Ramon,5,semoga amanah,2025-07-25 04:48:02
Martin Manalu,5,🙏👍👍👍👍,2025-07-25 03:53:18
kelompok 1,5,mantap,2025-07-25 02:57:26
Zul Fakri,4,dicoba klw cair kasih 5,2025-07-25 02:51:07
Irfan Iskandar,5,ok,2025-07-25 02:36:51
Nur Antoro,4,"kasih bintang 4 dlu, law berhasil baru saya full kan",2025-07-25 02:06:41
Cek jar,3,"moga bisa bermanfaat,untuk semua orang",2025-07-25 01:48:06
Aw Salon,5,terima kasih indodana,2025-07-25 01:48:01
Anugrah Anugrah,5,sangat Bagus Dan Cepat Cairnya,2025-07-25 01:07:03
Oskar Deghe01,5,baru pertama smogah di trimah,2025-07-25 00:54:59
Rabbani chairul Yassin,5,belum di coba apakah bisa atau tidak,2025-07-25 00:54:34
Takwin Ewin,2,sngat membantu,2025-07-25 00:53:36
Muhamad ilham,5,cepat dan mudah,2025-07-25 00:39:23
Dikha wijaya,5,simpel,2025-07-25 00:39:10
Oktafiar Galuh,5,sangat mudah dan terpercaya,2025-07-25 00:10:27
Gilang,5,semoga di acc,2025-07-25 00:06:01
Kasrorahman Revanda,5,mantap,2025-07-25 00:04:31
Ropik Hidayat,5,trimakasih karena sudah memberikan kemudahan,2025-07-25 00:02:57
Toni Kurniawan,5,baru pengajuan semoga diacc dan limit keluar,2025-07-24 23:45:42
Oyek Gondrong,5,mudah dan amanah,2025-07-24 23:45:39
Fikriansah 07,5,cepat,2025-07-24 23:34:16
Muhammad Alhamdulillah,2,semoga sukses,2025-07-24 23:32:02
Rasan wahrom Wahrom,5,mantap,2025-07-24 23:27:53
Abid Abdillah,5,respon cepat,2025-07-24 23:25:03
Alfim Manopo,4,sagat Rama,2025-07-24 23:18:12
Gue Gonee,5,bismillah,2025-07-24 23:17:55
Rahmat Kurniawan,5,ok,2025-07-24 23:13:27
Sutris Sutris,3,lumayan baik,2025-07-24 22:58:36
Allan Sukrisna,1,keren,2025-07-24 22:53:37
Jack Sparraww,3,kalau di acc. langsung 5bintang,2025-07-24 22:49:06
M. Rafli. Maulana,5,josss,2025-07-24 22:48:52
Alma Mahira,5,baru coba,2025-07-24 22:37:08
Helmi Obraxs,4,bintang 4 dulu kalo berhasil baru tambah lagi.,2025-07-24 22:33:25
Bima deparis,4,se jauh ini sangat mudah.tapi belum ad persetujuan nanti kalo ad tambah lagi bintang ya,2025-07-24 22:08:54
Boby Siantar,5,cepat gampang dan mudah mantaplah,2025-07-24 21:50:25
Kiki Aryanto,3,3 dulu,2025-07-24 21:46:12
YUSUP SAPUTRA,5,keren bagus,2025-07-24 21:35:17
Uzumaki Amin,4,Luar biasaaaa,2025-07-24 21:29:13
fiorenza aprilya salsabilla,5,"app mantap,, tapi saya blm d acc tapi gak apa lah.. mungkin blom memenuhi kreteria,, atau blom percaya aja😁👍👍 maju n sukses trus buat indodana",2025-07-24 21:27:18
Wahyu Din,5,semoga mudah dan memudahkan,2025-07-24 21:00:30
Muhammad Dendi Irawan,5,smoga di acc,2025-07-24 20:54:40
Surya Sur,5,okee,2025-07-24 20:48:09
