userName,score,content,at,cleaned,sentiment
Kasmawati Sofian,5,ok,2025-07-28 09:30:48,ok,negative
Alma Amelia,5,Keren,2025-07-28 09:16:34,Keren,positive
Oppo Oppo,2,tolong hapus data saya gagal pinjam saya tidak jagi pinjam...,2025-07-28 09:08:13,tolong hapus data saya gagal pinjam saya tidak jagi pinjam...,neutral
Dian Fransiska,5,mantap.,2025-07-28 09:08:07,mantap.,positive
Abdul 89,5,semoga amanah dan baik,2025-07-28 09:03:52,semoga amanah dan baik,positive
Lilis Rahayu,5,lumayan cepat,2025-07-28 08:38:36,lumayan cepat,positive
Nirman Syah,5,aplikasi yang bagus,2025-07-28 08:35:17,aplikasi yang bagus,positive
puput 32#,1,Dengan adanya ini saya sangat terbantu,2025-07-28 08:11:56,Dengan adanya ini saya sangat terbantu,positive
Yuni Astari,4,mudah,2025-07-28 07:58:43,mudah,positive
Aswin Jr,5,ayo buruan download sekarang pengajuannya sangat mudah dan pencarian cepat,2025-07-28 07:57:46,ayo buruan download sekarang pengajuannya sangat mudah dan pencarian cepat,positive
Joni kemon,1,baik,2025-07-28 07:56:50,baik,positive
Firmansyah Luki cahyono,5,terbaik,2025-07-28 07:54:18,terbaik,positive
Bang Joel,4,baik dan memuaskan pelanggan,2025-07-28 07:47:43,baik dan memuaskan pelanggan,positive
agum gm,5,mudah²an acc lagi butuh banget,2025-07-28 07:45:47,mudahan acc lagi butuh banget,positive
umu atiyah atiyah,5,sangat membantu.proses tdak ribet angsuran ringan...,2025-07-28 07:22:45,sangat membantu.proses tdak ribet angsuran ringan...,positive
Eka Mulyani,5,semoga di acc,2025-07-28 07:20:39,semoga di acc,neutral
rezky octario,1,payah 2x ngajuin di tolak.. bintang 1 aja lah biar sekalian... klo ada bintang paling jelek gw cantumin,2025-07-28 07:07:32,payah 2x ngajuin di tolak.. bintang 1 aja lah biar sekalian... klo ada bintang paling jelek gw cantumin,negative
Effendi Yusuf,5,sukses bersama Indodana,2025-07-28 07:05:55,sukses bersama Indodana,positive
Aan Supriyanto,2,sangat baik,2025-07-28 06:57:20,sangat baik,positive
Rido Muhammad,5,BI cheking gk kk?,2025-07-28 06:54:10,BI cheking gk kk?,negative
Rexy Waery,4,semoga dapat,2025-07-28 06:25:10,semoga dapat,neutral
Mhmmd Suga,5,Apk ini sangat bagus 🤩,2025-07-28 06:22:17,Apk ini sangat bagus,positive
nandita29 nandita29,5,mantap cepat,2025-07-28 06:01:27,mantap cepat,positive
husni mubarok,4,bintang 4 dlu sampe dpet kabar,2025-07-28 05:49:23,bintang 4 dlu sampe dpet kabar,positive
Randi Bakumpai,5,aplikasi mantap,2025-07-28 05:49:13,aplikasi mantap,positive
Ano Karno,5,semoga di acc,2025-07-28 05:19:35,semoga di acc,neutral
Oma Ovi,5,semoga bisa di acc,2025-07-28 05:17:20,semoga bisa di acc,neutral
Jamal Ludin,5,keren,2025-07-28 04:06:23,keren,positive
Raditya TopikQulhakim,5,indodana sangat bagus semua saya di setujuin,2025-07-28 04:00:03,indodana sangat bagus semua saya di setujuin,positive
Suandi Suandi,5,mudah mudahan bisa di Acc,2025-07-28 03:34:32,mudah mudahan bisa di Acc,neutral
elank Sule,5,indodana sangat mudah dftrnya g ribet,2025-07-28 03:20:09,indodana sangat mudah dftrnya g ribet,positive
Reza Akmala,5,sangat membantu,2025-07-28 03:16:53,sangat membantu,positive
Poniem,1,Ini apk payah,2025-07-28 03:05:40,Ini apk payah,negative
Feryantina Feryantina,3,kok tb2 stuck di pin ga bs di lanjut aneh,2025-07-28 02:35:17,kok tb2 stuck di pin ga bs di lanjut aneh,negative
Hendri Hendrik,5,bagus sekali,2025-07-28 02:26:10,bagus sekali,positive
Muhamadpahruroji Pahruroji,5,baik,2025-07-28 02:06:54,baik,positive
Iis Anggraeni,5,baikkk,2025-07-28 01:48:39,baikkk,positive
Ahmad Sanusi,5,bAgus,2025-07-28 01:44:48,bAgus,neutral
Hendra Ramadhan,5,kasih b5 smoga di acc,2025-07-28 01:11:43,kasih b5 smoga di acc,neutral
Deni Bae,2,bintang 2 dulu belom tau di ACC gak nya,2025-07-28 01:01:13,bintang 2 dulu belom tau di ACC gak nya,negative
Ryo evolution11,3,"saya kasih bintang 3 dulu, klo di acc baru kasih bintang 5.",2025-07-28 00:55:09,"saya kasih bintang 3 dulu, klo di acc baru kasih bintang 5.",neutral
Agungmauludi,4,coba dulu,2025-07-28 00:52:25,coba dulu,neutral
Nesq Nesaa,5,acc,2025-07-28 00:39:37,acc,positive
RAHEL TUTORIAL,5,cepat,2025-07-28 00:34:41,cepat,positive
Anissa diwajunita,5,mantapp,2025-07-28 00:18:35,mantapp,positive
Hadi Kurniawan,5,puas,2025-07-28 00:12:11,puas,positive
Trio Trio,5,aplikasi ini sangat membantu,2025-07-28 00:08:06,aplikasi ini sangat membantu,positive
Ozy Fawzy,4,nggak pernah loloss,2025-07-27 23:53:44,nggak pernah loloss,negative
Gagan Setiawan,5,bismillah semoga tersemogakan apa yang disemogakan,2025-07-27 23:28:28,bismillah semoga tersemogakan apa yang disemogakan,negative
Henda Juspito,3,"Sya beri bintang 3 dulu, klau bagus dan amanah saya kasih 5",2025-07-27 23:23:39,"Sya beri bintang 3 dulu, klau bagus dan amanah saya kasih 5",positive
Selvi Luviana,3,"KLO di ACC sya tambahin lagi bintang nya, soalnya ini pengajuan ke 3 x nya gak tau ditolak apa acc",2025-07-27 23:22:26,"KLO di ACC sya tambahin lagi bintang nya, soalnya ini pengajuan ke 3 x nya gak tau ditolak apa acc",negative
Lie yin Mei,5,baik sekali!,2025-07-27 23:10:42,baik sekali!,negative
uun Darno,5,mudah gak ribet,2025-07-27 23:06:36,mudah gak ribet,positive
Anhaz Kings,5,akse daftar mudah...👍👍,2025-07-27 23:02:50,akse daftar mudah...,negative
Asep Indra,5,kalo cair mantap,2025-07-27 23:00:49,kalo cair mantap,positive
BREM OFFICIAL,1,"apk. gajelas g dpt limitt pdhl blm pernah ngajuin malah masalah umur saya tidak tanggung jawab klo data saya disalah gunakan, 27-07-2025",2025-07-27 22:48:06,"apk. gajelas g dpt limitt pdhl blm pernah ngajuin malah masalah umur saya tidak tanggung jawab klo data saya disalah gunakan, 27072025",negative
Tutik Sriani,3,bintang 3 dulu nanti kalo pengajuan saya di proses langsung cair saya kasih bintang 5,2025-07-27 22:47:28,bintang 3 dulu nanti kalo pengajuan saya di proses langsung cair saya kasih bintang 5,neutral
Ahmad Wasta abdillah,5,semoga semua lancar,2025-07-27 22:30:10,semoga semua lancar,positive
Mul Yana,5,mudah2n acc,2025-07-27 22:12:47,mudah2n acc,positive
Cupetong Se,5,sangat baik,2025-07-27 22:01:04,sangat baik,positive
rasita bella,1,mantap,2025-07-27 21:49:49,mantap,positive
juned Adhyastha,4,gk ribet langsung cair,2025-07-27 21:48:40,gk ribet langsung cair,positive
Imronbenua Imron,5,bagus cepat,2025-07-27 21:46:51,bagus cepat,positive
Hari Setiawan,5,tolong di ACC donk lagi butuh duit banget trimakasih,2025-07-27 21:36:44,tolong di ACC donk lagi butuh duit banget trimakasih,neutral
Frmnsyh 953,5,bermanfaat,2025-07-27 21:34:48,bermanfaat,positive
Riko Septi Fauzi,5,Tolong permudah,2025-07-27 21:22:26,Tolong permudah,negative
Apri Najo,5,bagus,2025-07-27 21:16:51,bagus,positive
MUHAMMAD NAUFAL FAKHRII IRAWAN,5,bagus,2025-07-27 21:05:13,bagus,positive
Herli Yansah,5,semoga di acc,2025-07-27 21:01:59,semoga di acc,neutral
Dinal Hafidin,5,mudah-mudahan di ACC,2025-07-27 20:51:17,mudahmudahan di ACC,neutral
alexi pratama,1,limit nya kecil,2025-07-27 20:41:36,limit nya kecil,negative
Hafizh Amaludin,5,bantu saya Pak/Bu,2025-07-27 20:38:23,bantu saya PakBu,positive
Nia Septiani,5,suka,2025-07-27 20:33:16,suka,positive
Wwan Wa,5,baik,2025-07-27 20:26:51,baik,positive
Liannn Emoji,5,nice,2025-07-27 20:17:14,nice,positive
Abi Juaebin,4,saya kasih bintang 4dulu,2025-07-27 19:56:56,saya kasih bintang 4dulu,neutral
ali habibi,5,mudah cepat,2025-07-27 19:51:14,mudah cepat,positive
rizal efendi,4,"gimana ini idodana,kemarin saya ajukan di tolak,skrg ngasih promo lg, jgn suka mainin orang",2025-07-27 19:37:16,"gimana ini idodana,kemarin saya ajukan di tolak,skrg ngasih promo lg, jgn suka mainin orang",negative
Alula Alfa,5,pengajuan mudah,2025-07-27 19:35:53,pengajuan mudah,positive
Amir Riski,5,top,2025-07-27 19:35:47,top,positive
Timbul Rekso Seto,5,good,2025-07-27 19:31:44,good,positive
Ketin Dasung,5,sangat membantu dan semoga di acc,2025-07-27 19:30:18,sangat membantu dan semoga di acc,positive
Simbah AR,4,ok,2025-07-27 19:15:14,ok,negative
Wewi 123,2,ribet,2025-07-27 18:49:58,ribet,negative
Kinoy 27,5,sangat baik,2025-07-27 18:44:14,sangat baik,positive
Dimas Setiawan,5,bagus,2025-07-27 18:38:05,bagus,positive
Aris Ris,4,mantap bosku sangat mudah meminjam d sini,2025-07-27 18:37:30,mantap bosku sangat mudah meminjam d sini,positive
Ahmad Banjar,5,sengat bagus,2025-07-27 18:24:24,sengat bagus,positive
zhulaja,5,mantap,2025-07-27 17:42:19,mantap,positive
Adellia Azahra,5,belum di acc tetep di kasih b5,2025-07-27 17:42:12,belum di acc tetep di kasih b5,neutral
biyan ael,5,semoga aja berhasil hahaha,2025-07-27 17:38:47,semoga aja berhasil hahaha,positive
Abdul Halim,5,mantap,2025-07-27 17:32:42,mantap,positive
Atep Hernadi,4,kepada bapak/ibu saya minta untuk menghapus akun saya secara permanen karena saya dutolak ajukan pinjaman,2025-07-27 17:31:52,kepada bapakibu saya minta untuk menghapus akun saya secara permanen karena saya dutolak ajukan pinjaman,neutral
Erwin Beddu,4,"bintang 4 dulu, belum pernah coba pinjol",2025-07-27 17:31:22,"bintang 4 dulu, belum pernah coba pinjol",negative
muh jurais Tradisional,5,sangat membantu,2025-07-27 17:27:17,sangat membantu,positive
Rinjani Lombok,5,aplikasi nya bagus,2025-07-27 17:27:02,aplikasi nya bagus,positive
Naila Khodijah,5,keren mudah di mengerti,2025-07-27 17:16:22,keren mudah di mengerti,positive
Fahmi Ilham,3,kalau lolos aku naikin rating nya.,2025-07-27 17:15:42,kalau lolos aku naikin rating nya.,neutral
Hariyadi Bungas,5,bagus jugaa nih aplikasi sangat membantu di saat saat genting,2025-07-27 16:40:27,bagus jugaa nih aplikasi sangat membantu di saat saat genting,positive
Anggie Anggieno,4,smoga di acc,2025-07-27 16:39:43,smoga di acc,neutral
Lina Sunarya,5,semoga d acc,2025-07-27 16:24:47,semoga d acc,neutral
OSWARD GANI,5,ok,2025-07-27 16:00:44,ok,negative
Iman Kurnia.R,1,"baru login, pengajuan anda di tolak, coba lagi 10 sept. payah, huft.",2025-07-27 15:56:01,"baru login, pengajuan anda di tolak, coba lagi 10 sept. payah, huft.",negative
siijarr,3,gagal,2025-07-27 15:50:13,gagal,negative
Muhammad rifki fadhilah,5,mudah diaplikasikan,2025-07-27 15:47:06,mudah diaplikasikan,negative
Achmad Besar,5,boleh di coba utk darurat,2025-07-27 15:43:30,boleh di coba utk darurat,neutral
Rudi Afrylio,5,baik,2025-07-27 15:37:04,baik,positive
lia gustiana,4,semoga bisa,2025-07-27 15:35:47,semoga bisa,neutral
Barcelona Fc,5,sangat menbantu,2025-07-27 15:34:15,sangat menbantu,positive
jun naidi,4,ok bangat ini teh,2025-07-27 15:13:42,ok bangat ini teh,negative
Tono Kartono,5,mantpa,2025-07-27 15:07:06,mantpa,negative
Kundori muhammad,5,semoga tidak di setujui atau tidak di ACC lagi pokoknya Alhamdulillah kalau tidak lolos??????,2025-07-27 14:59:09,semoga tidak di setujui atau tidak di ACC lagi pokoknya Alhamdulillah kalau tidak lolos??????,negative
Hermawan Jodi,5,semoga sukses trus,2025-07-27 14:58:21,semoga sukses trus,positive
santana wijaya,5,Mantap,2025-07-27 14:54:32,Mantap,positive
Ica Anisa,5,alhamdulilah lamcar,2025-07-27 14:34:23,alhamdulilah lamcar,positive
Rahma Wati,4,kepada yang terhormat.saya minta tolong data saya di hapus jngn sampai di salah gunakan karna pengajuan saya di tolak.trimakasih,2025-07-27 14:31:53,kepada yang terhormat.saya minta tolong data saya di hapus jngn sampai di salah gunakan karna pengajuan saya di tolak.trimakasih,neutral
Andri Saputra,5,bagus acc,2025-07-27 14:11:49,bagus acc,positive
sada lefin,5,bagus sekali,2025-07-27 14:08:13,bagus sekali,positive
Mama Bagshal,5,mudah dan cepat,2025-07-27 14:04:24,mudah dan cepat,positive
Rindi Yani,5,semoga di acc,2025-07-27 14:03:16,semoga di acc,neutral
Sadut Adie,5,semoga di accc,2025-07-27 13:59:45,semoga di accc,neutral
chanel amburadull,5,bagus,2025-07-27 13:56:44,bagus,positive
Sam An,5,ACC dong,2025-07-27 13:41:53,ACC dong,positive
Nur Aisyah,5,Mantap,2025-07-27 13:37:13,Mantap,positive
Ari Lupti,5,aplikasi yang sangat rekomended,2025-07-27 13:32:35,aplikasi yang sangat rekomended,positive
Iwan Rustandi,5,mudah mudahan di Acc,2025-07-27 13:30:28,mudah mudahan di Acc,neutral
Ridwan Sapei,4,"bintang 4 dulu , klu ACC tambah bintang JD bintang 5",2025-07-27 13:29:25,"bintang 4 dulu , klu ACC tambah bintang JD bintang 5",neutral
Diwe Tattok,4,mantap,2025-07-27 13:25:39,mantap,positive
Mztri Ayuiz,2,mudah,2025-07-27 13:19:31,mudah,positive
Dian Sukaraja,1,pemberhentian sepihak tidak ada alasan yg jelas padahal ga pernah nunggak,2025-07-27 13:05:32,pemberhentian sepihak tidak ada alasan yg jelas padahal ga pernah nunggak,negative
CAYAN BOY,5,saya lagi mencoba semoga dapat berhasil,2025-07-27 13:02:37,saya lagi mencoba semoga dapat berhasil,positive
Helmy Alkhawasyi,4,good,2025-07-27 12:58:51,good,positive
Hikmal Ramadhan,5,good,2025-07-27 12:58:16,good,positive
Zaenal Abidin,5,cukup membantu,2025-07-27 12:34:36,cukup membantu,positive
kak ono,4,luar biasa,2025-07-27 12:29:50,luar biasa,positive
Hatija Hj.,5,mantappp,2025-07-27 12:18:45,mantappp,positive
Mari Yati,4,pendaftaran nya sangat mudah dan simpel,2025-07-27 12:11:22,pendaftaran nya sangat mudah dan simpel,positive
Orlan Ando,5,good,2025-07-27 12:08:28,good,positive
Riza Rineldy,3,lama prosesnya,2025-07-27 12:00:45,lama prosesnya,negative
Moch Roi,5,ok,2025-07-27 11:51:19,ok,negative
Rena Herlina,5,cepattt dan mudah,2025-07-27 11:50:00,cepattt dan mudah,positive
Perdiansyah Suherman,1,parah gabisa mengajukan padahal data semua benar,2025-07-27 11:37:36,parah gabisa mengajukan padahal data semua benar,negative
Endang Syamsudin,5,terbaik,2025-07-27 11:37:05,terbaik,positive
Muhamad Fahki,1,"aplikasi gak jelas,orang ditlpnn terus,sedangkan gk ada tagihan apa apa,ganggu orang beraktivitas ,nyusahin.",2025-07-27 11:32:01,"aplikasi gak jelas,orang ditlpnn terus,sedangkan gk ada tagihan apa apa,ganggu orang beraktivitas ,nyusahin.",negative
afrizarafi akbar,5,aplikasi yang sangat bagus dan terpercaya,2025-07-27 11:28:18,aplikasi yang sangat bagus dan terpercaya,positive
Heris khristiana,1,gak pernah di setujui,2025-07-27 11:24:44,gak pernah di setujui,negative
Indra Bhawata,5,bismilahhh di acc,2025-07-27 11:07:11,bismilahhh di acc,negative
Romi Hasta,5,bagus dan cepat,2025-07-27 10:59:41,bagus dan cepat,positive
Ebi Faisal,5,Good,2025-07-27 10:56:17,Good,positive
Rifki Official,2,lumayan,2025-07-27 10:46:39,lumayan,positive
Aziz Adam,1,mohon yg terhormat di mohon untuk penghapusan data² saya karna saya sudah memasukan identitas tapi pengajuan di tolak saya tidak pernah meminjam uang di apk indodana jadi jngan salah gunakan data² saya mohon untuk penghapusan data² saya dan apk sudah saya uninstall jadi kalo kedepan ada apa² dengan data saya akan saya laporkan ke OJK dan pihak berwajib terimakasih,2025-07-27 10:31:05,mohon yg terhormat di mohon untuk penghapusan data saya karna saya sudah memasukan identitas tapi pengajuan di tolak saya tidak pernah meminjam uang di apk indodana jadi jngan salah gunakan data saya mohon untuk penghapusan data saya dan apk sudah saya uninstall jadi kalo kedepan ada apa dengan data saya akan saya laporkan ke OJK dan pihak berwajib terimakasih,neutral
Marwan Iwan,5,mantap,2025-07-27 10:28:04,mantap,positive
imadanzelinmaulida imadanzelinmaulida,5,smoga bisa membatu saya sedang agak kesulitan ekonomi ini yaak alllah. makasih banyak.,2025-07-27 10:21:04,smoga bisa membatu saya sedang agak kesulitan ekonomi ini yaak alllah. makasih banyak.,positive
Enur Janah,5,helpfull,2025-07-27 10:13:24,helpfull,positive
Sari mintan Mintan,5,sangat baik,2025-07-27 10:03:16,sangat baik,positive
YUN BOLLA,5,"okelah, semoga dapat membantu",2025-07-27 09:50:27,"okelah, semoga dapat membantu",neutral
Nila Sari,5,Tumben dan baru pertama kali finance ini saya dapatkan di facebook semoga yang saya ajukan berhasil🙏,2025-07-27 09:38:38,Tumben dan baru pertama kali finance ini saya dapatkan di facebook semoga yang saya ajukan berhasil,neutral
Sambathea69@gmail.com Samba,2,per tanggal 27/07/2025 saya uninstall apk indodana..pengajuan selalu tidak memenuhi syarat..tolong jaga data diri sya..terimakasih!!,2025-07-27 09:37:43,per tanggal 27072025 saya uninstall apk indodana..pengajuan selalu tidak memenuhi syarat..tolong jaga data diri sya..terimakasih!!,negative
Rawa Rontek90,5,bagus,2025-07-27 09:00:43,bagus,positive
Muklis Wardiyanto,5,mantap,2025-07-27 08:57:39,mantap,positive
Umi Fitri,1,"aneh sy selalu bayar tepat waktu butuh buat biaya anak sekolah berharap bs pengajuan lg eh malah ditolak gk jelas banget aplikasinya sumpah, 14 hari kedepan disuruh pengajuan lg klo gk lolos lg gk guna aplikasinya dihapus aja",2025-07-27 08:54:57,"aneh sy selalu bayar tepat waktu butuh buat biaya anak sekolah berharap bs pengajuan lg eh malah ditolak gk jelas banget aplikasinya sumpah, 14 hari kedepan disuruh pengajuan lg klo gk lolos lg gk guna aplikasinya dihapus aja",negative
Muhammad salman,5,sangat membantu dan proses tidak rumit,2025-07-27 08:53:36,sangat membantu dan proses tidak rumit,positive
Asu Bajindul,1,"pengajuan limit di tolak, padahal baru pertama kali daftar di indodana. gw mau hapus akun karena ga jadi pinjam eh datanya baru di hapus 5 taun ke depan. data gw jangan di buat macam2 lho min. gw menyatakan kalo gw ga ada pinjaman di sini atas nama Irfan Hidayat. kalo ada yang pinjam atas nama itu, bukan gw yaaa..",2025-07-27 08:52:42,"pengajuan limit di tolak, padahal baru pertama kali daftar di indodana. gw mau hapus akun karena ga jadi pinjam eh datanya baru di hapus 5 taun ke depan. data gw jangan di buat macam2 lho min. gw menyatakan kalo gw ga ada pinjaman di sini atas nama Irfan Hidayat. kalo ada yang pinjam atas nama itu, bukan gw yaaa..",negative
Arisandi Maulana,5,nice,2025-07-27 08:40:39,nice,positive
andini betty,5,terima kasih indodana,2025-07-27 08:40:29,terima kasih indodana,positive
Suherna Wati,5,"Harapan cepat cair dan sesuai kebutuhan, terimakasih",2025-07-27 08:32:45,"Harapan cepat cair dan sesuai kebutuhan, terimakasih",neutral
Vivi Lestari,3,sukses,2025-07-27 08:16:52,sukses,positive
Sugi Heriyana,5,semoga indodana ini semakin berkembang lagi. saat ini sudah sangat bagus. kota karawang,2025-07-27 08:13:15,semoga indodana ini semakin berkembang lagi. saat ini sudah sangat bagus. kota karawang,positive
Erlianto Laia,4,"pendaftaran nya sangat mudah, hanya saja limit nya 1 jt jadi susah buat beli gedjet, adakah cara buat naikin limit?",2025-07-27 08:02:26,"pendaftaran nya sangat mudah, hanya saja limit nya 1 jt jadi susah buat beli gedjet, adakah cara buat naikin limit?",negative
Mbak Tya,5,sengaja aku kasih bintang 5 semoga bisa yah,2025-07-27 08:00:39,sengaja aku kasih bintang 5 semoga bisa yah,positive
Gere Garansi,5,bagus,2025-07-27 07:52:36,bagus,positive
farid family,5,bagus prosea mudah,2025-07-27 07:38:56,bagus prosea mudah,positive
Rahmat Hidayat,5,Oke,2025-07-27 07:25:41,Oke,positive
Absya Ryanda,5,sangat baik,2025-07-27 07:22:31,sangat baik,positive
Jorel Lengkey,1,payah suruh selalu download TDK bisa ditolak habisin pulsa data saja,2025-07-27 06:13:21,payah suruh selalu download TDK bisa ditolak habisin pulsa data saja,negative
Cahyo Habyb,4,gampang daftarnya tapi saya kasih empat dulu...soalnya belum acc dn blum terima pencairan...tlong di bantu,2025-07-27 05:57:10,gampang daftarnya tapi saya kasih empat dulu...soalnya belum acc dn blum terima pencairan...tlong di bantu,neutral
Johan Wahyudi,3,sangat membantu sekali,2025-07-27 05:52:43,sangat membantu sekali,positive
Bima Bastio,5,semoga acc,2025-07-27 05:44:31,semoga acc,neutral
Elano Oliver,5,mantap,2025-07-27 05:21:36,mantap,positive
Ahmad Risdiyanto,5,semoga di ACC buat modal usaha,2025-07-27 04:09:31,semoga di ACC buat modal usaha,neutral
Husnul Khotimah,3,"Saya kasih Bintang 3 dulu,",2025-07-27 03:57:30,"Saya kasih Bintang 3 dulu,",neutral
Daut Tuam,4,bagus sangat bagus,2025-07-27 03:36:29,bagus sangat bagus,positive
Momoy,5,okk,2025-07-27 03:25:17,okk,negative
Maisur Yadi,4,bintang4 dulu kalau di acc baru bintang 5,2025-07-27 03:23:02,bintang4 dulu kalau di acc baru bintang 5,neutral
Faisal Dwi,5,sangat sangat baik,2025-07-27 03:17:01,sangat sangat baik,positive
mashanDOHC,5,sangat baik,2025-07-27 02:17:37,sangat baik,positive
heroblank88 hero,5,nice,2025-07-27 02:13:26,nice,positive
Genjiah Oriazawa,3,"Saya telah memblokir akun dan menguinstal apk ini 27/Juli/2025, dan tidak ada utang piutang di apk ini, apabila terjadi sesuatu saya tidak bertanggung jawab, terimakasih.",2025-07-27 01:53:33,"Saya telah memblokir akun dan menguinstal apk ini 27Juli2025, dan tidak ada utang piutang di apk ini, apabila terjadi sesuatu saya tidak bertanggung jawab, terimakasih.",neutral
arskul 12,5,bismillah ACC karna perlu buat kebutuhan,2025-07-27 01:51:16,bismillah ACC karna perlu buat kebutuhan,neutral
Abizar Official,3,baik cepat,2025-07-27 01:22:36,baik cepat,positive
Dedek Oskan,5,keren,2025-07-27 01:10:51,keren,positive
Roma Doni,5,mudah mudahan acc,2025-07-27 01:00:59,mudah mudahan acc,positive
Siti Atikah,5,semoga cair pengajuan saya,2025-07-27 00:57:00,semoga cair pengajuan saya,neutral
Asmi Dar,3,aplikasinya bagus registrasinya ngak ribet,2025-07-27 00:54:14,aplikasinya bagus registrasinya ngak ribet,positive
Handri Sumilat,5,ok,2025-07-27 00:37:32,ok,negative
Aep Saepul,5,"pelayanan cepat,tepat & baik",2025-07-27 00:30:26,"pelayanan cepat,tepat baik",positive
Hamidi Maemunah,5,semoga membantu,2025-07-27 00:22:36,semoga membantu,positive
Dedy Paputungan,5,baik,2025-07-27 00:16:41,baik,positive
Jaya Kiem,5,ok,2025-07-27 00:13:58,ok,negative
ajat sudrajat,5,ok,2025-07-27 00:11:23,ok,negative
stiadi thelo,4,4 dulu,2025-07-27 00:02:21,4 dulu,neutral
Lusi Lusyani,5,Sangat mudah pendaftarannya,2025-07-27 00:01:38,Sangat mudah pendaftarannya,positive
Nur solikhan,5,indodana finance sangat membantu,2025-07-26 23:57:26,indodana finance sangat membantu,positive
Aqlin Aqlan,5,mantap,2025-07-26 23:49:26,mantap,positive
Musk Mulyadi,5,sangat berguna sekali,2025-07-26 23:15:42,sangat berguna sekali,positive
Paris Hasiholan,1,"sebelum lulus, 1 dulu ya",2025-07-26 23:11:25,"sebelum lulus, 1 dulu ya",neutral
Abdulrasib Okay,4,mantap,2025-07-26 23:05:13,mantap,positive
Ririn Widia99,5,semoga aja membantu,2025-07-26 23:04:25,semoga aja membantu,positive
Ulin Pengkek,5,semoga bermanfaat,2025-07-26 23:01:48,semoga bermanfaat,positive
Arga Isya Putra,1,tertolak dari tahun 2022 masih aja gak pernah lolos gimana aplikasi gak membantu,2025-07-26 22:50:56,tertolak dari tahun 2022 masih aja gak pernah lolos gimana aplikasi gak membantu,negative
Amrin Falam,5,mudah²an di acc,2025-07-26 22:31:48,mudahan di acc,neutral
rijal Rijal,5,bismilah..semoga membantu,2025-07-26 22:27:54,bismilah..semoga membantu,positive
Khoerul Anwar,3,gampang daftar nya gampang juga ga d terima pengajuannya,2025-07-26 22:27:40,gampang daftar nya gampang juga ga d terima pengajuannya,negative
Draysa Dalia,4,ID okeeee,2025-07-26 22:06:54,ID okeeee,negative
Cep Rusty,5,Alhamdulillah semoga terus amanah...,2025-07-26 21:59:27,Alhamdulillah semoga terus amanah...,positive
July Rosari Kawatak,4,okk,2025-07-26 21:45:05,okk,negative
Maul Lani,5,ok,2025-07-26 21:21:00,ok,negative
Ben Mohammad,5,bagus,2025-07-26 21:11:09,bagus,positive
Berto Jehatu,5,sangat bagus sekali,2025-07-26 20:59:15,sangat bagus sekali,positive
Toko sembako Aqilla,1,gak jelas di tolak terus,2025-07-26 20:59:09,gak jelas di tolak terus,negative
Abdulah Ramdan_12,5,membantu,2025-07-26 20:56:39,membantu,positive
bang DY,5,good pk,2025-07-26 20:47:47,good pk,positive
Yugo Partomo,5,mantab,2025-07-26 20:29:16,mantab,positive
AgusRM,4,bagus,2025-07-26 20:24:15,bagus,positive
Rio Susanto,3,bagus,2025-07-26 20:22:18,bagus,positive
Kautsar Aritona,5,"semoga paylater bisa di ACC , pengen bisa kebeli notebook gantiin yang jadul",2025-07-26 20:18:22,"semoga paylater bisa di ACC , pengen bisa kebeli notebook gantiin yang jadul",neutral
Rudi Putnomo,3,kelihatannya bsgus tapi cob!a dulu,2025-07-26 20:16:46,kelihatannya bsgus tapi cob!a dulu,negative
Safri Sbani,3,"saya beri bintang dulu min,,dan tolong diacckan akun paylater saya",2025-07-26 20:12:17,"saya beri bintang dulu min,,dan tolong diacckan akun paylater saya",neutral
Ijjatunisya,1,buruk,2025-07-26 19:44:59,buruk,negative
Sugi Ono,4,oke,2025-07-26 19:40:40,oke,positive
rahul kaxcian begete,5,semoga aja ter acc,2025-07-26 19:35:01,semoga aja ter acc,neutral
Md Suana,4,mudah mudahan saya di ACC.. kalu di ACC saya tambah bintang lagi satu,2025-07-26 19:23:33,mudah mudahan saya di ACC.. kalu di ACC saya tambah bintang lagi satu,neutral
Muslimin Asmit,4,oke,2025-07-26 19:22:53,oke,positive
Coupet Ucil,1,paling ya di tolak,2025-07-26 19:22:28,paling ya di tolak,neutral
Rasnsh Rasnah,5,mudah2n bisa,2025-07-26 19:11:39,mudah2n bisa,positive
Ariff Hdytt,5,smoga dapet,2025-07-26 19:06:11,smoga dapet,positive
Satria Kencana,2,nelpon terus buat promo jadi risih,2025-07-26 18:59:01,nelpon terus buat promo jadi risih,negative
Mahdi Doang,5,bagusssss,2025-07-26 18:55:51,bagusssss,positive
Fattahillah Ziqkri,5,sangat membantu,2025-07-26 18:54:57,sangat membantu,positive
Putra Minang,4,"baru coba, mudah2an bisa, tambah bintanya",2025-07-26 18:50:17,"baru coba, mudah2an bisa, tambah bintanya",positive
Bang Kodel,5,baik,2025-07-26 18:46:30,baik,positive
Ayu Diana,4,semoga d acc,2025-07-26 18:39:40,semoga d acc,neutral
Himura Kensin,5,semoga pinjaman saya segera di cairkan,2025-07-26 18:34:51,semoga pinjaman saya segera di cairkan,positive
arhy Dhecoalan,5,baik,2025-07-26 18:30:57,baik,positive
