userName,score,content,at
Fadly Alamsyah,1,"selalu bayar dan bayar tagihan tepat waktu bahkan sebelum jatuh tempo, tapi akun dalam pengawasan limit ga balik. Tolong dong saya ga pernah nunggak atau denda, tapi kenapa akun saya dalam pengawasan?",2025-07-28 22:02:12
Riki Bagus,5,mantap,2025-07-28 21:36:12
fendy Santoso,1,memeras,2025-07-28 21:23:31
Jidan,5,terimakasih kepada admin untuk menjaga kenyamanan dan masalah yang terjadi,2025-07-28 21:21:28
Yolik Ganteng,1,Kredishield to||ol,2025-07-28 21:18:04
Ade Novyans,5,sangat membantu,2025-07-28 21:16:22
Prestasi Cahaya mandiri,2,telat satu hari dapat hukuman denda dan penambahan tenor 2x. sangat disesalkan sekali. cukup ini yang terakhir. kapok,2025-07-28 21:14:58
rio nofriadi,5,terbaik,2025-07-28 21:14:41
Shaf Rizal,5,Ok terbaik,2025-07-28 21:01:27
Arshaka Virendra,5,ok,2025-07-28 21:00:58
Agung Rachmadi,5,proses pengajuan sangat cepat dan sesuai kebutuhan,2025-07-28 20:57:44
Muhamadd Jamil,4,tiba tiba akun saya di blokir permanen padahal tunggakan selalu tepat waktu.,2025-07-28 20:54:45
Irfan Sahrul,4,"Kiww min,boleh kali pencairan di suksein,limit lumyan ga bisa di pake sayang min",2025-07-28 20:51:37
Pur Wanti,5,sangat membantu bungan ringan dari pada aplikasi pinjaman lainnya,2025-07-28 20:33:59
Yesi Suryani,4,lama naik limitnya,2025-07-28 20:30:45
Jefri Jeki,1,udh mls peke kredivo nya percuma limit gk naik2 udh 4 tgn pake,2025-07-28 20:20:46
CRIMINAL ACTION,1,"Ngutang Rp95 ribu, sistemnya kayak maling berdasi. Jatuh tempo belum lewat, tapi tagihan nggak bisa dibayar—""tidak ditemukan"". Begitu lewat semenit, langsung nempel denda 5%. Busuk banget sistemnya, kayak sengaja nyumpetin tagihan biar kena denda. Ini bukan pinjol, ini jebakan tikus digital. Kredivo makin ke sini bukan bantu rakyat kecil, malah kerjanya ngerampok recehan. Bangga ya narik denda dari yang udah niat bayar?",2025-07-28 20:19:44
Bocil Aja,5,top,2025-07-28 20:19:07
Copaks,1,kenapa aku top up diamond ML sama PUBG ga masuk uc dan diamondnya??,2025-07-28 19:54:04
#1. weng,4,"Bagus,informasinya jelas,fitur2nya juga lengkap.langsung ada notif ke email jadi kita bisa liat tagihan kita..Tapi saran saya tong limit dinaikan lah,masa cuman sejuta hadeh..Padahal lagi butuh 6 jt,kalau nungguin kredit skornya sampai kapan bos...",2025-07-28 19:41:08
Triya Wiguna,5,sangat membantu,2025-07-28 19:33:32
Jaka Umaro,1,kenapa akun saya tidak bisa digunakan kembali kemudian akun seperti ditutup padahal saya tidak punya tunggakan,2025-07-28 19:29:57
Lenny,5,sangat baik,2025-07-28 19:29:33
Win Erush,1,tagihan sdh d bayar tp limit tdk bisa d pakai,2025-07-28 19:27:30
Nusantara Courier,4,kurangi 1 katany casback ternyata gak ada bohong jangan sampe pindah playleter lain ya...,2025-07-28 19:26:52
rizka eka putri,3,Agak Kecewa tenor 3 bulannya sudah dikenakan bunga😒😒,2025-07-28 19:20:12
Hermawan arbanii,5,mantap,2025-07-28 19:17:00
Gede Dharma,5,"cepat prosenya dan bagus,semoga ke dpan tdk ada permaslahan.trma ksih",2025-07-28 19:16:13
Irwansyah Irwan,5,sangat membantu,2025-07-28 19:14:22
deni shaputra04,5,terbaik,2025-07-28 19:13:15
Dede Nahrowi,5,sangat memuaskan,2025-07-28 19:08:50
Samsung A33 5G,5,oke,2025-07-28 18:58:53
Berbagi iLmu,2,"bintang 2 dulu udah di bayar kadang masih di telvonin terus, mengganggu pekerjaan 🤦🤦🤦",2025-07-28 18:58:50
agung rickyanto,4,ok,2025-07-28 18:41:35
Yidin Ashter,5,terbaik,2025-07-28 18:37:58
Ichbal Ali,5,mantap,2025-07-28 18:37:57
Fitria Ningsih,3,sekarang belanja di lazada dan toko online lain jadi ribet,2025-07-28 18:37:00
Samsudin noor,5,aman mantap,2025-07-28 18:36:17
Hafiedz Ambriamsyah,4,cara nya mudah dan tidak ribet,2025-07-28 18:35:23
Melisa Kharisma,5,mantap,2025-07-28 18:34:21
Harvoxs pati,5,ok. baik,2025-07-28 18:30:38
Mardan Vivo,5,aplikasi ini sangat membantu sekali,2025-07-28 18:27:20
Muhammad Ferdiansyah Kasim,5,kerenn,2025-07-28 18:25:29
Jauharotun Sholikha,5,mantap,2025-07-28 18:18:37
Risal Selau,5,terimakasih banyak,2025-07-28 18:14:50
Huka Sahas,3,maaf aku kasih bintang 3 masa SDH masukin sesuai di KTP tapi di tolak maaf tolong data data saya jangan sampai ada yg salah gunakan🙏,2025-07-28 18:10:09
Joko Sukamto,1,"buruk sekali, bayar tepat waktu akun tidak bisa di pakai",2025-07-28 18:08:25
Abdul Manan,5,aplikasi ini sangat membantu,2025-07-28 18:08:12
Milburga Sundaryanti,5,proses cepat dan mudah. semoga bermanfaat,2025-07-28 18:02:43
Aris Riswanto,1,"saya baru daftar akun saja di bilang belum jodoh,,gimana ?",2025-07-28 18:01:43
Boress Katanya,5,baik,2025-07-28 17:59:15
MaLaa Sarii,5,asik,2025-07-28 17:58:24
yuliana anna,5,👍,2025-07-28 17:56:48
Jhon Nero,5,mantap,2025-07-28 17:36:28
Rayyan Nazhirul,1,baik,2025-07-28 17:33:28
Latef Official,1,hampir 3th pakek kredivo. limit 11jt an aja.. ngak naik2,2025-07-28 17:05:34
Riski Wahyu,1,"layanan buruk.. padahal sudah lunas semua tagihan sampai 3 bulan ini sekor masih gak naik"" payah",2025-07-28 17:03:30
Acepnuralam Nuralam,5,bner cepat ga harus nunggu 5 menit 3 menit langsung cair,2025-07-28 16:59:41
Dawi Albantani,5,mantap,2025-07-28 16:59:00
Ismail Mail,5,ok,2025-07-28 16:53:59
Arry Syahrum,1,error melulu,2025-07-28 16:53:49
Rungkad Aja,5,baik banget,2025-07-28 16:50:56
Anton Oentario,4,bagus dan bermanfaat sekali apabila utk kebutuhan mendesak,2025-07-28 16:45:44
Tobing 18,5,"Aplikasi yg mudah digunakan, yg menawarkan berbagai promo dan potongan yang menarik. Salam Kredivo Number One *****",2025-07-28 16:45:35
gapunya id,1,"kolektornya dongo, yang hutang siapa yang d tagih siapa, kolektor Tangerang ,mana setiap datang ga pernah pake name tag, udah kaya preman , belum aja dilaporin ke OJK",2025-07-28 16:32:13
Nur Yakin,5,sangat rekomen dasi,2025-07-28 16:23:59
Aditya Gaming Channel,5,saat ini sangat puas dgn layanan kredivo,2025-07-28 16:18:49
Saiful Anwar,5,bagus mantapp,2025-07-28 16:14:24
Marina kj,5,𝑠𝑎𝑛𝑔𝑎𝑡 𝑏𝑎𝑖𝑘,2025-07-28 16:11:21
Patriya Setiawan,5,sesui dengan apa yang dijanjikan... mantap,2025-07-28 16:08:36
Alianca Putri,5,keren pinjaman mudah sedikit gpp yg penting lancar bayarnya kredivo keren hehe yeeee limitku naik sampai 15jt lho dicicil sampai 24bln bisa yuk bayar angsuran tepat waktu dijamin aman dan bisa naik limitnya,2025-07-28 16:04:48
Moh Nelly,5,sangat membantu ketika ad kesulitan,2025-07-28 16:03:12
Desmiwita Desmiwita,5,punya hubungan kredit dengan kredivo mudah sekali .. tidak ber belit2 untuk mendapat kredit ... syarat punya KTP asli digital .. sanggub bayar cicilan saya sudah 2 X di beri kredit .. yang pertama sudah lunas .. ( saya membayar cicilan tepat waktu setiap bulannya ) sekarang ada kredit yg ke 2 lagi berjalan ..( angsuran Cicilan ) terimakasih Kredivo 🙏,2025-07-28 16:01:39
Asep Maulana,5,tidak ada kenaikan limit......????,2025-07-28 15:55:42
Riyan Hidayatullah,5,"mantap luar biasa, sangat membantu saya, trimakasih kredivo",2025-07-28 15:51:37
Muhammad Saunudin,5,proses nya singkat dan tidak berbelit Belit,2025-07-28 15:48:00
Park Seulgi,3,"kredivoo,tolong dong kerjasamanya. saya kan bayarny sekarang gk pernah telat, tapi kenapa belanja dengan tenor diatas 1 bulan masih gk bisa?",2025-07-28 15:41:35
Lolinga Kliven,5,sangatt bagusd kridvo dna pusa,2025-07-28 15:35:38
Pagi Bahagia,5,"Sejauh ini sangat membantu di saat saya sedang membutuhkan dana mendesak, dan saya gunakan di saat benar-benar membutuhkan. point belanjaan kadang ""surprised "" tapi membahagiakan 😊",2025-07-28 15:31:31
Galang Pamungkas,5,"suka beli token listrik sendiri sekarang, padahal beli token listrik cuma 1x sekarang setiap bulan harus bayar padahal gak pernah beli",2025-07-28 15:30:20
Bintang Aditya,1,kredivo tolong ya FC/DC nya gausah ribet kurang brp ratus aja disamperin ke rumah mulu!! jadi males bayar!! intinya kan saya ada niat bayar.. jadi tolong jgn disamperin mulu nasabahnya jadi risih males bayarnya!!..,2025-07-28 15:27:08
Akim Fudanshi,5,bagus bgt❤️❤️❤️,2025-07-28 15:26:30
Arun Arun,5,sangat mudah dan cepat,2025-07-28 15:22:37
samsudin udin,5,"layananyang sangat memuaskan, sangat membantu di muaim paceklik",2025-07-28 15:17:38
Ivan Naibaho,5,mantap,2025-07-28 15:13:25
Evi selviana,5,makin cinta sama kredivo..sangat..sangat.. membantu dan ga ribet🙏,2025-07-28 15:12:19
Dewi Maya,5,terbaik,2025-07-28 15:01:31
Johny -,1,"Masukan buat Kredivo, saya belum pernah telat bayar, Kalau kirim pesan utk mengingatkan pembayaran gak ada ruginya kali kalau pakai Bpk/Ibu/Kak dan gak usah pakai tanda seru (!) sopan sedikit lah🙏. Tagihanku jatuh tempo tgl.29 dan saya bayarnya tgl.29 siang, tapi nagihnya di pagi hari kayak orang sudah telat bayar lama. Tolong sampaikan ke bagian penagihan 🙏🙏🙏",2025-07-28 14:59:06
Danil Prasetyo,5,bagus banget,2025-07-28 14:50:50
Mara Akbar,1,setelah bayar limit tidak naik,2025-07-28 14:30:14
Muhammad Dicky,5,setelah update kenapa sering force close ya?,2025-07-28 14:19:39
Endang Bule,5,sangat membantu,2025-07-28 14:18:34
Jurais Palopo,5,aplikasinya mudah dan sangat membantu disaat ada kebutuhan kecil yang diinginkan,2025-07-28 14:13:57
Melodi,5,bagus,2025-07-28 14:10:59
daniel alexander,5,jos gawe tuku selimut hamster,2025-07-28 14:10:24
Dedi Antonius,2,punya saya di blokir permanen kenapa ya padahal ga talat kalo bayar,2025-07-28 14:09:00
Sugi Hartono,5,ok,2025-07-28 14:04:05
Zikri Pratama,5,sangat bagus,2025-07-28 14:00:08
muqobba' alfawaz,5,mantab,2025-07-28 13:54:04
syabrs bayu,5,mantabs. terimakasih kredivo,2025-07-28 13:46:53
Danang Saputro,4,mantep pointnya,2025-07-28 13:43:50
Nur Chumayah,5,cepet bgt pencairannya,2025-07-28 13:32:07
Sonny Keintjem,5,layanan sales nya mantaap,2025-07-28 13:31:02
Arsya Rehan,1,percumah di sini gak berguna,2025-07-28 13:23:13
Saskia N. F,5,saya kasih bintang 5 untuk kredivo. selama saya pakai jasa ini. Alhamdulillah tidak mengecewakan. baru pertama pinjam dana tunai. sesuai dengan limit yang disediakan,2025-07-28 13:11:05
ridwan kurniawan,5,"mudah,cepat,aman",2025-07-28 13:09:32
Rifky aktivitas,5,"hari ini saya membayar tagihan kredivo di indomaret untuk tagihan jatuh tempo tanggal 30 juli, tetapi saya belum menerima notifikasi pelunasan dari aplikasi kredivo nya, saya sudah tanya k kasir indomaretnya katanya saya di suruh cek berkala tapi ampe skrng blum da notifikasi pelunasannya, ini bagaimana ya???? biasanya langsung asa notifikasinya setelah saya menerima struk pembayarannya, yang saya takutkan sampe jatuh tempo itu tagihannya masih ada, tolong dong kredivo ini gimana?????",2025-07-28 12:48:07
arul Sgg,5,mantap,2025-07-28 12:46:53
deny teknik,5,Terbaik untuk solusi cepat pendanaan banyak promo juga,2025-07-28 12:46:14
Sanan Jeck,5,saya sangat puas .pelayanan nya,2025-07-28 12:45:55
Rudi Anto,5,sangat membantu,2025-07-28 12:44:27
Panji 02,1,sudah susah sudah isi data taunya ditolak juga..aplikasi PHP,2025-07-28 12:42:20
Nalmutback 47,5,bagus,2025-07-28 12:42:08
Dlavela 236,5,"mantap,,udah lama makai apk ini,walaupun kena blok nga bisa lagi masuk,,akun dibekukan. tapi saya pribadi sangat berterima kasih karena sdh kebantu dgn apk ini..mudahan yg lain bisa kebantu juga. joss kredivo.",2025-07-28 12:41:48
Inriani Putri,5,good,2025-07-28 12:40:16
Syadat Muhammadih,5,sangat bermanfaat,2025-07-28 12:40:07
Maulan Lea,5,terimakasih kredivo telah membantu segala kekurangan ku,2025-07-28 12:36:04
Nury Salim,1,"gak bisa telat sama sekali,padahal cuma nunggu awal bulan",2025-07-28 12:35:14
Muamar Fauzi,5,terima kasih kredivo sukses selalu,2025-07-28 12:34:02
Ridwan Ridwan,5,baik langsung ACC,2025-07-28 12:32:12
Dar Yanto,5,mudah dan sangat membantu,2025-07-28 12:28:31
Muhammad Zaiy fadli,5,mantul,2025-07-28 12:21:10
awig sambudi,5,ok aplikasi nya ..,2025-07-28 12:19:29
Joner Antonius,5,mantap,2025-07-28 12:12:15
Mitro Susanto,5,bagus👍👍,2025-07-28 12:05:08
Audie Morvie,5,proses ceoat,2025-07-28 11:44:30
Hikmal Nurhakim,5,mantep,2025-07-28 11:36:50
Ismi Rosyadi,1,PELAYANAN BURUK,2025-07-28 11:32:07
Elya Yunaningsih,5,👌,2025-07-28 11:24:03
Tomi Herdiansyah,3,"Saya mau ganti no hp yang dulu dengan no yang baru, ko ada notif no yang baru sudah di gunakan, jelas2 itu no baru belum pernah di pake daftar.",2025-07-28 11:23:01
Een Nuraeni,5,mantap ... beli pulsa listrik jadi murah dan mudah dan banyak potongan harga,2025-07-28 11:22:46
J E N R E Y WUNG (Limited edision),5,kredivo memang membantu 👍👍👍,2025-07-28 11:19:32
Ifri Guspindo,1,"jeleknya apk kredivo ini kalo seminggu gk dibuka mesti keluar dr aplikasi, sementara aku lupa dgn passwordnya.. ribet amat!",2025-07-28 11:05:17
Dodik Prasetyo,5,cepet proses registrasi nya. langsung acc thanks,2025-07-28 11:03:51
Indra Setiawan,5,ga maksimal,2025-07-28 11:00:53
Hamim Riyanto,1,kenapa saya daftar kredivo ga bisa padahal mau ngajuin buat ambil barang malah ga bisa dan semua data udah masuk ini malah suruh coba lagi ditanggal 21 Oktober 2025 tolong ya data saya dihapus takut di salah gunakan nanti malah buat data pinjol segala macem,2025-07-28 10:55:51
Putri Nadjwa,5,Aplikasi yg sangat bagus membantu masalah keuangan. Terima kasih kredivo pokonya ok deh,2025-07-28 10:41:40
Rendi Febrian,5,sangat membantu sukses kredivo,2025-07-28 10:40:56
Moh Yusuf,5,sy sempat 3x ditolak dlm 3 th & endingx bs di acc limit 1jt dg sales kredivo saat lihat2 laptop.. dan saat tempo telatpun pihak kredivo bs beri tmnbhn waktu tuk byrx.. akhirx limit tetap dpt di 1jt. sayangx kreditflass punjaman tunai ditolak.. pdhl dibutuhkan sekali.. smg bs kelain waktu,2025-07-28 10:38:21
Amir Udin,5,Alhamdulillah ad aplikasi ini bisa kebantu,2025-07-28 10:35:50
Sendy Putra,5,proses cepat,2025-07-28 10:33:22
Agnes Suesni,1,"Limit saya udah Sedikit tidak bisa Digunakan, Payah",2025-07-28 10:26:06
Nuha88,5,cepat dan terjangkau bunganya,2025-07-28 10:10:35
Sriastiani Tue,4,bagus dalam meminjam uang,2025-07-28 10:07:36
Heriyanto Hasbi,5,so far so great..mantap...pertahanakan lg ..keren,2025-07-28 10:01:38
Andre Purnama,3,"tlong aplikasi kredivo ny di perbaiki,,mau blanja di shoope kok ngk bsa?",2025-07-28 09:59:45
Wiwik Shafa,5,"kredivo selalu memberi yang terbaik dan suku bunga yang paling rendah diantara yang lainnya, sukses selalu kredivo",2025-07-28 09:56:19
Herman Gian,5,"Biarkan bintang yg berbicara, Top banget pokoknya kredivo",2025-07-28 09:52:22
Arif Siregar,5,Kredivo mantap,2025-07-28 09:46:47
Rachel Nixon,5,bagus,2025-07-28 09:45:26
Sandi Ramdan,5,bagus sekali,2025-07-28 09:43:45
Rudi sewang,1,tolong kah sy jangan ditelpon.. saya nggak pinjam kok ditelp terus nangka,2025-07-28 09:42:35
Selviaa Atiffa putri,5,terimakasih pinjaman ku cepat di proses,2025-07-28 09:41:24
Esra Oan,5,terbaik,2025-07-28 09:33:47
Pipit Sopiah,1,"kecewa banget pake kredivo udah 4 tahun sekaran mau top up dana gak bisa , padahal tagihan selalu dibayarkan",2025-07-28 09:30:45
Fitri Budiyanto,5,sangat membantu ...KLO bisa cicilanya 12X to ga 24X,2025-07-28 09:30:05
Edwin Saleh,5,sangat membantu diriku yg lagi butuh dana. terima kasih kredivo,2025-07-28 09:26:34
Budi Azkyah,5,Kredivo sangat membantu usaha saya.terima kasih KREDIVO,2025-07-28 09:24:33
Wahyu Praptonegoro,5,goood,2025-07-28 09:18:27
Brekele,5,Siip👍🏼,2025-07-28 09:15:40
Taufik Olii,5,"bungah rendah,",2025-07-28 09:12:04
naaufalsi,5,keren,2025-07-28 08:51:00
Baby Monster,5,sejauh ini masih ok dan terbaik dibanding aplikasi lain dari yang pernah gwe coba ...makasih kredivo .simpel dan gak ribet. pernah telat dan bisa dibicarakan baik² .pokoknya the best,2025-07-28 08:36:21
abdul shomad,5,"Terima kasih KREDIVO beserta jajarannya atas pinjaman yang diberikan, semoga KREDIVO semakin Jaya, Sukses yang selalu memperhatikan kebutuhan para nasabah, GOOD JOB KREDIVO dan T O P BANGET kredivo memang selalu terdepan,. Mantap kredivo,..OK banget pokoknya top markotop,...tengkyu Kredivo Semoga semakin jaya tuk Kredivo,..mantap, ... luar biasa kredivo sukses selalu kredivo",2025-07-28 08:33:26
YANSA BOY,5,good,2025-07-28 08:31:37
Good Syarif,1,kenapa sih setiap saya bayar langsung lunas dan mau ambil lagi gak bisa malah di tolak.. padahal saya lunasin loh gak nunggak dan tepat waktu saya bayar coba minta tolong dibuka lagi biar saya bisa ambil lagi aneh banget sering banget kaya gini,2025-07-28 08:31:30
suryarahmad surya,5,limit terlalu kecil,2025-07-28 08:29:10
Ujang Rohmat,5,"Dalam situasi apapun kredivo sangat membantu untuk memenuhi kebutuhan yang mendadak, kredivo GOOD 👍👍👍",2025-07-28 08:27:17
Slamet RIYADI,5,matap,2025-07-28 08:19:28
Su hendri,5,mantap,2025-07-28 08:15:31
Robby Aditia,5,mantuuul👍👍🙏,2025-07-28 07:59:01
indra sani,5,susah di acc,2025-07-28 07:54:11
Riayati Riayati,5,ok,2025-07-28 07:48:07
Jhony Andhik,3,mhal,2025-07-28 07:44:08
Diva rizki Saputra,5,"Saya senang mendownload aplikasi ini , karna semenjak ada aplikasi ini saya merasa terbantu sekali🙏",2025-07-28 07:44:00
Andy Suryadi,5,T O P,2025-07-28 07:39:27
desy indriani,5,penggunaan aplikasi mudah dan lebih hemat.,2025-07-28 07:24:37
Eko safrijal18,5,jossss,2025-07-28 07:16:43
fadly ramadhan,1,sekarang sudah tidak bisa buat bayar di aplikasi lazada lagi ya?,2025-07-28 07:12:12
tengtang dunia,5,ok,2025-07-28 07:12:09
Budi Yust,5,Aman dan mudah,2025-07-28 07:10:30
lisdianto lisdianto,5,ok,2025-07-28 06:55:50
Sandi Kusdinar,1,katanya di awal sales nya ngomong ada promosi transaksi di hari ini gratis cicilan 1 bulan.....eh taunya bohong tetap aja 12 bulan..,2025-07-28 06:37:07
Wina Santi,5,saya suka dengan aplikasi ini sangat membantu,2025-07-28 06:34:21
Pecidengdek Faiz,5,Kren,2025-07-28 06:33:25
Ela Novita,5,"sangat mudah, proses cepat. sesuai dgn iklan benar benar sangat membantu.",2025-07-28 06:26:04
Erik Ardiansyah,5,sangat membantunkredivo,2025-07-28 06:02:01
HunterMoon Bali,5,"mantap dan membantu dan kalau bisa, saya ingin menanmbah tenor credit hape saya mohon di ralat",2025-07-28 05:57:23
Bayu Pangestu,5,mantap,2025-07-28 05:53:42
Muhammad Rizal,5,aplikasi yang sangat bagus,2025-07-28 05:41:12
Sujono Putra,5,sangat baik,2025-07-28 05:27:55
seh puri,1,aktivitas mencurigakan sampai blokir akun saya tidak bisa di pakai sungguh kecewA,2025-07-28 05:12:24
ayu hutapea,5,Besttt,2025-07-28 04:43:09
Rio Ajitriyanto,5,sangat membantu,2025-07-28 04:39:14
Fiadra E,5,mantap krefovo,2025-07-28 04:30:42
Putra,5,sangat membantu,2025-07-28 04:12:11
rasid manggar,5,naikan Limit,2025-07-28 03:03:07
Vara Vingka,5,baik,2025-07-28 02:43:54
jering pagit,5,sangan baik,2025-07-28 02:18:58
nurdin call,5,ok,2025-07-28 02:11:54
Sefanius giawa,1,aplikasi ga guna .. ada limit tapi ga bisa di pakai buat apa lu pajang limit belasan juta kalo yg dipakai cuma bisa tenor 1 bulan .. padahal gua bayar ga pernah telat ..,2025-07-28 01:56:11
Kangimat Bekam,5,mantap,2025-07-28 00:54:19
Adimyati Adimyati,5,mantap,2025-07-28 00:41:09
Bobo Boy,5,bagus,2025-07-28 00:28:07
YP 378,5,limit 150k kecil,2025-07-28 00:20:44
Ardi Barau,5,👍,2025-07-28 00:04:45
Ridha Resyad,5,keren,2025-07-27 23:57:14
Dede Zakiah,5,pinjaman di kredivo cepat cair dan bunga sangat rendah trimakasih kredivo atas pinjamannya,2025-07-27 23:53:39
Lutfia Empii,5,q sangat puas,2025-07-27 23:47:25
Aboe Aryan,5,"sangat membantu,cuma sayangnya ga bisa pake belanja online lagi harus pake va cimb..ga ngerti",2025-07-27 23:33:20
David Abdul Fatah,5,daftar nya cepet dan simple bunga juga rendah,2025-07-27 23:16:18
Lutfi,5,bagus n mudah di pakai,2025-07-27 23:08:09
Saddam Bch,5,amanah. bunga cukup ringan. alhamdulillah membantu kebutuhan.,2025-07-27 22:55:33
Hayati Lubis,5,sangat membantu dan banyak voucher diskon,2025-07-27 22:38:38
Kru Pendingin,5,bagus,2025-07-27 22:37:57
aldian sofyan,5,ok,2025-07-27 22:36:50
Jumadi Psp,5,baik,2025-07-27 22:32:48
M.gilas Marcellino,5,nyaman dan sangat membantu,2025-07-27 22:30:14
Eddy Gunawan,5,Okay,2025-07-27 22:27:53
Hisyam Ustman,5,Semoga lebih baik,2025-07-27 22:23:04
Syafei Fei,5,sangat puas,2025-07-27 22:13:52
Rismawati Ilham,5,keren,2025-07-27 22:11:24
Dhafin Abrar,1,cuma telat 1-2 hari saja akun diban permanen aneh,2025-07-27 21:50:02
Muhammad Tauhid al Banjari,5,Semoga bunga kredit nya bisa selalu lebih kecil dari platform pinjaman lainnya.. agar menambah kepercayaan cust/nasabah akan pinjaman yg terbaik..,2025-07-27 21:43:06
Muhammad Busro,5,serasa punya ATM tidak ribet asal bayarnya tepat waktu,2025-07-27 21:11:20
Muhammad Ridwan,5,sangat bagus bagus,2025-07-27 21:07:48
Sabas Tian,5,mantap,2025-07-27 21:02:36
Genu D,5,sangat membantu ekonomi keluarga,2025-07-27 21:01:50
rizkyy,1,"di pake transaksi gak bisa , mau di tutup permanen juga ribet",2025-07-27 21:00:22
fikha inayaishma,5,sangat membantu 😊,2025-07-27 20:57:59
Haidir Dalimunthe,1,"pinjaman sudah lunas, tiba2 di blokir permanen, parah aplikasi ini",2025-07-27 20:46:29
Dede Kusyadi,5,untuk aplikasi ini lumayan sangat membantu benget semoga slalu setia memakai ini,2025-07-27 20:38:34
Hendri Joker,1,selalu menolak dalam pengajuan,2025-07-27 20:24:20
Ma Dan,1,"banyak ruginya pake aplikasi ini. bunga paling tinggi, rentenirnya tukang rusuh. mending pake aplikasi lain",2025-07-27 20:18:54
Yus Riadi,5,"Alhamdulillah dengan aplikasi kredivo ini saya mampu membeli apapun yang saya inginkan, terima kasih kredivo",2025-07-27 20:18:10
Agung Setyawibawa,5,sip jossssss,2025-07-27 20:14:13
Deva Sumarni,5,sangat membantu utk keperluan sekolah anak,2025-07-27 20:10:06
Zhafran news,1,saya mau menayakan atad kendala akun Kredivo saya yang tidak merasa meminjam kenapa ada dana masuk dari kredivo pada tanggal 26/07/2025,2025-07-27 20:08:04
Aldi gandon,5,josss,2025-07-27 19:47:23
Wasmo Wasmo,5,Aplikasi pinjaman termurah dan terbaik,2025-07-27 19:43:20
Arif Hirmawan,5,dari sekian aplikasi pinjaman hanya kredivo yang terbaik,2025-07-27 19:37:51
Nur Adipta,5,palayanan sangat memuaskan dan tidak bertele2,2025-07-27 19:25:49
Hendrik Santoso,1,"daftar selalu di tolak, apk gk ada modal",2025-07-27 19:22:54
Titik Puji,5,"terimakasih kredivo , sy sudah berkali kali pinjam di kredivo , mudah cepat prosesnya",2025-07-27 19:16:02
Avif Riyanda,1,kurang bijak dan kurang sopan penagihan,2025-07-27 19:11:38
Revan Aditia,5,Assalamualaikum..akun kredivo atas nama META SUHADA tidak pernah telat bayar..dan selalu bayar tepat waktu.. tambahin lah limitnya... kredivo sangat membantu bisa beli pulsa.. token listrik tapi limit nya kalau bisa di tambah,2025-07-27 19:11:37
Iskandar Ahmad Saleh,5,Sangat Bermanfaat 🙏🙏,2025-07-27 19:09:22
Lusi Ana,5,memuaskan,2025-07-27 19:04:19
dena maryana,5,cepat disaat kepepet,2025-07-27 19:01:25
Hery Hermawan,5,ok,2025-07-27 18:54:20
Yunita Sari,5,semoga limity naek tidak mandek,2025-07-27 18:49:17
MOHEDE TV,5,mantap bagus ada diskon pulsa,2025-07-27 18:47:57
Dewiharningsih 25,5,bunga rendah,2025-07-27 18:47:24
Syaip Malha (Aip),5,"mudah, cepat, tampa ribet, dan amanah",2025-07-27 18:44:15
Septo Arista,5,sangat baik,2025-07-27 18:42:36
Ferdi Naufal Arfa,5,oke,2025-07-27 18:37:37
Lilis Alexa,1,"aplikasi blank putih ketika sudah menginjak 2 kali angsuran terakhir dan tidak bisa d buka sama sekali,,mo bayar pun susah karna tidak tau,,SDH denda Beberapa hari baru ada pemberitahuan dr email",2025-07-27 18:35:58
Raffi Ramadhan,5,sangat baikk trimakasih,2025-07-27 18:25:18
Lina Meuraxa,1,saya atas nama Herlina Meuraxa batal meminjam di Kredivo berhubung limit yg saya ajukan tidak sesuai dengan yg di harapkan. dan mohon maaf sebelumnya jgn menyalah gunakan data yg sudah saya konfirmasi pada pihak kreditvo,2025-07-27 18:24:21
Ilham Hakim,5,ok,2025-07-27 18:21:21
Limarni Iim,5,"sampai saat ini sy masih setia menggunakan Kredivo, terima kasih berkat Kredivo sy punya laptop",2025-07-27 18:20:58
saepudin Doang,4,apk nya saya hapus karena saya ga pernah pinjam di apk ini tolong data saya hapus karena saya ga pinjam di apk ini kalo data saya di salah gunakan akan saya laporkan saya minta hapus data saya solnya saya gabakaln minta pengajuan Lagi,2025-07-27 18:18:51
Hiras Silaban,5,good,2025-07-27 18:17:51
Muhidin,5,ok,2025-07-27 18:16:52
Minda Doank,5,app good kredivo,2025-07-27 18:12:24
Tikka Yokeb,5,transaksi cepat,2025-07-27 18:11:53
Ikbal Aziz saputra,5,bagus,2025-07-27 18:07:47
Rahmatullah20 Bintang,5,"bagus,cepet mudah di akses",2025-07-27 17:55:55
Ervina koli,1,"kecewa Skali dengan kredivo , saya selalu bayar tepat waktu tidak pernah terlambat tapi skor kredit turun jadi c. aplikasi menipu",2025-07-27 17:46:36
Abdul Azis,5,"aplikasi bagus,mudah ,murah dn sangat terjangkau",2025-07-27 17:42:13
Andrik eko cahyono Cahyono,5,mantap,2025-07-27 17:41:56
kumis cepu,5,mantappl,2025-07-27 17:41:47
handara wijaya,5,Alhamdulillah diberi kemudahan,2025-07-27 17:17:09
Afran 12,5,mantap,2025-07-27 17:13:31
Feby Liskalita,5,luar biasa sangat membantu,2025-07-27 17:12:23
Ekobudi Hermawan,5,sangat membantu dan bunga rendah,2025-07-27 17:10:50
